f_min,f_max,c_min,c_max,n_min,n_max,target_delay_min,target_delay_max,delay,min_rtt
1,166.66666666666669,199.80000000000004,nan,1.1988,2.1988000000000003,0.0611388,0.11213880000000001,0.03,0.051
1,88.23529411764706,3005.304887313237,nan,23.5800845004577,24.5800845004577,1.1790042250228852,1.2290042250228852,0.000039,0.05
1,88.23529411764706,3005.304887313237,nan,31.06283131526962,32.06283131526962,1.553141565763481,1.603141565763481,0.001196,0.05
128.2051282051282,88.23529411764706,nan,nan,nan,nan,nan,nan,0.000066,0.05
128.2051282051282,88.23529411764706,3005.304887313237,nan,22.449426708348767,23.449426708348767,1.1224713354174385,1.1724713354174383,0.001766,0.05
128.2051282051282,88.23529411764706,3005.304887313237,nan,19.629586352577597,20.629586352577597,0.9814793176288799,1.03147931762888,0.000834,0.05
128.2051282051282,88.23529411764706,3005.304887313237,nan,18.031829323879425,19.031829323879425,0.9015914661939712,0.9515914661939713,0.007266,0.05
128.2051282051282,88.23529411764706,3005.304887313237,nan,17.905732615320826,18.905732615320826,0.8952866307660413,0.9452866307660414,0.0254,0.05
128.2051282051282,88.23529411764706,3005.304887313237,nan,17.905732615320826,18.905732615320826,0.8952866307660413,0.9452866307660414,0.048656,0.05
128.2051282051282,88.23529411764706,3005.304887313237,nan,17.95239395240859,18.95239395240859,0.8976196976204295,0.9476196976204294,0.06871,0.05
128.2051282051282,88.23529411764706,24959.80299351046,nan,147.78538792321328,148.78538792321328,7.389269396160664,7.439269396160665,0.070552,0.05
166.66666666666669,88.23529411764706,nan,nan,nan,nan,nan,nan,0.063979,0.05
166.66666666666669,88.23529411764706,24959.80299351046,nan,148.35920283993133,149.35920283993133,7.417960141996566,7.467960141996567,0.064371,0.05
166.66666666666669,105.26315789473685,24959.80299351046,nan,147.18333357860095,148.18333357860095,7.359166678930048,7.409166678930048,0.082486,0.05
166.66666666666669,139.53488372093025,24959.80299351046,nan,146.78500684674054,147.78500684674054,7.339250342337028,7.389250342337028,0.121237,0.05
166.66666666666669,166.66666666666666,24959.80299351046,nan,147.255067401354,148.255067401354,7.362753370067701,7.412753370067701,0.163688,0.05
166.66666666666669,166.66666666666666,24959.80299351046,nan,148.05992522926545,149.05992522926545,7.402996261463272,7.452996261463273,0.182591,0.05
168.88888888888889,166.66666666666666,nan,nan,nan,nan,nan,nan,0.180665,0.05
168.88888888888889,166.66666666666669,24959.80299351046,nan,145.300400998828,146.300400998828,7.2650200499414,7.3150200499414,0.184455,0.05
168.88888888888889,166.66666666666669,24959.80299351046,nan,142.72132966500567,143.72132966500567,7.136066483250284,7.186066483250284,0.215304,0.05
168.88888888888889,168.141592920354,24959.80299351046,nan,141.60922232458455,142.60922232458455,7.080461116229228,7.1304611162292275,0.26721,0.05
168.88888888888889,168.26923076923077,24959.80299351046,nan,138.66417610691238,139.66417610691238,6.933208805345619,6.983208805345619,0.312378,0.05
168.88888888888889,168.26923076923077,543.4903115035554,nan,2.943745068900483,3.943745068900483,0.14718725344502415,0.19718725344502416,0.333148,0.05
168.88888888888889,168.26923076923077,734.8774600404399,nan,3.8996089299163033,4.899608929916303,0.19498044649581517,0.24498044649581516,0.347922,0.05
185.1851851851852,168.26923076923077,nan,nan,nan,nan,nan,nan,0.313641,0.05
