f_min,f_max,c_min,c_max,n_min,n_max,target_delay_min,target_delay_max,delay,min_rtt
1,166.66666666666669,166.6666666666667,199.80000000000004,1.0000000000000002,199.80000000000004,0.055000000000000014,10.989000000000003,0.03,0.055
1,83.33333333333334,83.33333333333313,2693.09809264306,1,2693.09809264306,0.05,134.654904632153,0.000252,0.05
1,116.27906976744187,116.27906976744153,2802.8841262364654,1,2802.8841262364654,0.05,140.14420631182327,0.000764,0.05
1,148.93617021276594,148.9361702127658,2744.612508631742,1,2744.612508631742,0.05,137.2306254315871,0.002379,0.05
1,158.73015873015873,158.73015873015868,719.9358063667456,1,719.9358063667456,0.05,35.99679031833728,0.017858,0.05
1,155.33980582524273,155.33980582524276,414.6650012857722,1.0000000000000002,414.6650012857722,0.05000000000000002,20.73325006428861,0.059625,0.05
1,165.56291390728478,165.56291390728478,498.74576271186453,1,498.74576271186453,0.05,24.937288135593228,0.115297,0.05
138.46153846153845,165.56291390728478,nan,nan,nan,nan,nan,nan,0.090871,0.05
166.66666666666666,165.56291390728478,nan,nan,nan,nan,nan,nan,0.039133,0.05
157.14285714285714,165.56291390728478,nan,nan,nan,nan,nan,nan,0.028345,0.05
155.96330275229357,155.96330275229357,155.96330275229357,155.96330275229357,1,1.5,0.05,0.07500000000000001,0.064587,0.05
157.14285714285714,158.79828326180257,158.79828326180254,160.43254820335252,1,1.020934397657698,0.05,0.051046719882884894,0.188595,0.05
149.42528735632183,149.42528735632183,149.42528735632175,149.42528735632175,1,0.9999999999999994,0.05,0.049999999999999975,0.229374,0.05
138.88888888888889,149.42528735632183,nan,nan,nan,nan,nan,nan,0.090909,0.05
117.6470588235294,149.42528735632183,nan,nan,nan,nan,nan,nan,0.013386,0.05
81.08108108108108,81.08108108108108,81.081081081081,81.081081081081,1,0.999999999999999,0.05,0.049999999999999954,0.001673,0.05
92.3076923076923,92.3076923076923,92.30769230769232,92.30769230769232,1.0000000000000002,1.5000000000000002,0.05000000000000002,0.07500000000000001,0.023341,0.05
