f_min,f_max,c_min,c_max,n_min,n_max,target_delay_min,target_delay_max,delay,min_rtt
1,166.66666666666669,166.6666666666667,199.80000000000004,1.0000000000000002,199.80000000000004,0.05100000000000001,10.189800000000002,0.03,0.051
1,88.23529411764706,88.23529411764687,3005.304887313237,1,3005.304887313237,0.05,150.26524436566186,0.000039,0.05
1,121.95121951219512,121.95121951219534,2536.4921175969334,1.0000000000000018,2536.4921175969334,0.05000000000000009,126.82460587984667,0.001194,0.05
1,155.55555555555557,155.5555555555557,3153.229335448422,1.0000000000000009,3153.229335448422,0.050000000000000044,157.6614667724211,0.001201,0.05
1,166.66666666666666,166.66666666666666,888.1831488754012,1,888.1831488754012,0.05,44.40915744377006,0.0112,0.05
1,168.53932584269663,168.53932584269657,487.0020982083743,1,487.0020982083743,0.05,24.350104910418718,0.043411,0.05
1,168.91891891891893,168.91891891891896,443.35020281024845,1.0000000000000002,443.35020281024845,0.05000000000000002,22.167510140512423,0.102833,0.05
1,213.33333333333334,213.333333333333,6425.511002445007,1,6425.511002445007,0.05,321.27555012225037,0.114018,0.05
166.66666666666669,213.33333333333334,nan,nan,nan,nan,nan,nan,0.050831,0.05
166.66666666666666,213.33333333333334,nan,nan,nan,nan,nan,nan,0.026034,0.05
166.66666666666666,170.45454545454547,170.45454545454552,185.6441368512821,1.0000000000000004,1.1138648211076927,0.050000000000000024,0.05569324105538464,0.043222,0.05
166.66666666666666,170.32967032967034,170.32967032967036,174.2240166205019,1.0000000000000002,1.0453440997230115,0.05000000000000002,0.052267204986150576,0.134983,0.05
166.66666666666666,208.0536912751678,208.05369127516775,270.58476689935236,1,1.6235086013961142,0.05,0.08117543006980571,0.26073,0.05
222.9299363057325,208.0536912751678,nan,nan,nan,nan,nan,nan,0.131766,0.05
203.38983050847457,208.0536912751678,nan,nan,nan,nan,nan,nan,0.020612,0.05
162.79069767441862,208.0536912751678,nan,nan,nan,nan,nan,nan,0.001901,0.05
162.79069767441862,232.14285714285714,232.14285714285714,603.4359017658979,1,3.7068205394190867,0.05,0.18534102697095434,0.010307,0.05
162.79069767441862,236.2204724409449,236.22047244094492,303.94595426278994,1.0000000000000002,1.8670965761857095,0.05000000000000002,0.09335482880928547,0.078588,0.05
162.79069767441862,234.9570200573066,234.9570200573066,275.5449930807179,1,1.6926335289244099,0.05,0.0846316764462205,0.306392,0.05
217.54385964912282,234.9570200573066,nan,nan,nan,nan,nan,nan,0.277155,0.05
207.54716981132077,234.9570200573066,nan,nan,nan,nan,nan,nan,0.071707,0.05
236.36363636363637,234.9570200573066,nan,nan,nan,nan,nan,nan,0.013149,0.05
236.36363636363637,253.96825396825398,253.96825396825378,385.9174266941255,1,1.6327275744751462,0.05,0.08163637872375731,0.016545,0.05
236.36363636363637,281.69014084507046,281.6901408450704,321.8183231239888,1,1.361539059370722,0.05,0.0680769529685361,0.093868,0.05
236.36363636363637,260.2739726027397,260.2739726027397,271.6422012162797,1,1.1492554666842603,0.05,0.05746277333421301,0.396789,0.05
232,260.2739726027397,nan,nan,nan,nan,nan,nan,0.374276,0.05
218.978102189781,260.2739726027397,nan,nan,nan,nan,nan,nan,0.102855,0.05
243.90243902439025,260.2739726027397,nan,nan,nan,nan,nan,nan,0.036552,0.05
243.90243902439025,263.6363636363636,263.63636363636374,320.07015645847616,1.0000000000000004,1.3122876414797522,0.050000000000000024,0.0656143820739876,0.063046,0.05
243.90243902439025,278.35051546391753,278.35051546391753,300.72978882493453,1,1.2329921341822316,0.05,0.061649606709111585,0.243319,0.05
230.60344827586206,230.60344827586206,230.60344827586206,230.60344827586206,1,1.5,0.05,0.07500000000000001,0.422025,0.05
244.56521739130434,230.60344827586206,nan,nan,nan,nan,nan,nan,0.157841,0.05
246.37681159420288,230.60344827586206,nan,nan,nan,nan,nan,nan,0.026053,0.05
260,230.60344827586206,nan,nan,nan,nan,nan,nan,0.004085,0.05
260,287.5,287.5,337.70739633126897,1,1.2988746012741115,0.05,0.06494373006370557,0.032381,0.05
