start_time,end_time,duration,min_qdel,max_qdel,communicated_flow_count,round_max_cruise_rate,latest_cruise_rate,cruise_happened,probe_happened,round_ended,cwnd
254000,1167000,913000,67000,87000,6.70,71.43,69.77,true,false,false,6.00
1167000,2042000,875000,73000,73000,6.70,71.43,69.77,true,false,false,6.00
2042000,2915000,873000,73000,73000,6.70,71.43,69.77,true,false,false,6.00
2915000,3792000,877000,73000,73000,6.70,71.43,69.77,true,false,false,6.00
3792000,4709000,917000,73000,73000,6.70,71.43,45.45,false,true,false,6.00
4709000,5768000,1059000,72000,134000,6.70,94.12,93.02,true,false,false,8.00
5768000,6827000,1059000,65000,136000,6.50,97.56,97.56,true,false,false,8.00
6827000,7923000,1096000,68000,144000,6.50,97.56,51.61,true,false,false,8.00
7923000,8999000,1076000,59000,142000,5.90,106.67,51.61,true,false,false,8.00
8999000,10092000,1093000,52000,146000,5.20,119.40,117.65,true,false,false,8.00
10092000,10908000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
10908000,11724000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
11724000,12540000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
12540000,13356000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
13356000,14172000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
14172000,14988000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
14988000,15804000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
15804000,16620000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
16620000,17436000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
17436000,18252000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
18252000,19068000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
19068000,19884000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
19884000,20700000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
20700000,21516000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
21516000,22332000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
22332000,23148000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
23148000,23964000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
23964000,24780000,816000,55000,55000,5.20,119.40,117.65,true,false,false,8.00
24780000,25743000,963000,52000,103000,5.20,119.40,112.68,true,false,false,8.00
25743000,26701000,958000,54000,99000,5.20,119.40,78.43,true,false,true,8.00
26701000,27648000,947000,52000,98000,5.20,117.65,117.65,true,false,false,8.00
27648000,28638000,990000,55000,107000,5.20,117.65,70.18,true,false,false,8.00
28638000,29604000,966000,49000,104000,4.90,121.21,121.21,true,false,false,8.00
29604000,30583000,979000,46000,109000,4.60,129.03,129.03,true,false,false,8.00
30583000,31323000,740000,52000,52000,4.60,129.03,140.35,false,true,false,8.00
31323000,32149000,826000,44000,58230,4.50,166.67,166.67,true,false,false,11.00
32149000,32959000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
32959000,33769000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
33769000,34579000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
34579000,35389000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
35389000,36199000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
36199000,37009000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
37009000,37819000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
37819000,38629000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
38629000,39439000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
39439000,40249000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
40249000,41059000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
41059000,41869000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
41869000,42679000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
42679000,43489000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
43489000,44299000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
44299000,45109000,810000,53000,53000,4.50,166.67,166.67,true,false,false,11.00
45109000,46092000,983000,53000,107000,4.50,166.67,102.80,true,false,false,11.00
46092000,47049000,957000,48000,102000,4.50,169.23,166.67,true,false,false,11.00
47049000,47993000,944000,48000,98000,4.50,169.23,159.42,true,false,false,11.00
47993000,48817000,824000,52000,56000,4.50,169.23,169.23,true,false,false,11.00
48817000,49767000,950000,47000,99000,4.50,169.23,164.18,true,false,false,11.00
49767000,50583000,816000,52000,54000,4.50,169.23,164.18,true,false,false,11.00
50583000,51532000,949000,48000,99000,4.50,169.23,166.67,true,false,false,11.00
51532000,52348000,816000,52000,54000,4.50,169.23,169.23,true,false,true,11.00
52348000,53164000,816000,52000,54000,5.20,169.23,169.23,true,false,false,11.00
53164000,53980000,816000,52000,54000,5.20,169.23,169.23,true,false,false,11.00
53980000,54796000,816000,52000,54000,5.20,169.23,166.67,true,false,false,11.00
54796000,55612000,816000,52000,54000,5.20,169.23,166.67,true,false,false,11.00
55612000,56372000,760000,53000,53000,5.20,169.23,174.60,false,true,false,11.00
56372000,57198000,826000,48000,58000,4.80,176.47,173.91,true,false,false,12.00
57198000,58016000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
58016000,58834000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
58834000,59659000,825000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
59659000,60477000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
60477000,61295000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
61295000,62120000,825000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
62120000,62938000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
62938000,63756000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
63756000,64581000,825000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
64581000,65399000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
65399000,66217000,818000,56000,56000,4.80,176.47,173.91,true,false,false,12.00
66217000,67181000,964000,56000,103000,4.80,176.47,110.09,true,false,false,12.00
67181000,68126000,945000,50000,97000,4.80,176.47,173.91,true,false,false,12.00
68126000,69077000,951000,48000,100000,4.80,176.47,173.91,true,false,false,12.00
69077000,70033000,956000,56000,101000,4.80,176.47,121.21,true,false,false,12.00
70033000,70982000,949000,48000,98000,4.80,196.72,173.91,true,false,false,12.00
70982000,71942000,960000,56000,102000,4.80,196.72,113.21,true,false,false,12.00
71942000,72874000,932000,48000,94000,4.80,196.72,173.91,true,false,false,12.00
72874000,73698000,824000,56000,56000,4.80,196.72,173.91,true,false,false,12.00
73698000,74519000,821000,56000,56000,4.80,196.72,173.91,true,false,false,12.00
74519000,75339000,820000,56000,56000,4.80,196.72,173.91,true,false,false,12.00
75339000,76159000,820000,56000,56000,4.80,196.72,173.91,true,false,false,12.00
76159000,76980000,821000,56000,56000,4.80,196.72,173.91,true,false,false,12.00
76980000,77800000,820000,56000,56000,4.80,196.72,173.91,true,false,true,12.00
77800000,78620000,820000,56000,56000,5.60,173.91,173.91,true,false,false,12.00
78620000,79441000,821000,56000,56000,5.60,173.91,173.91,true,false,false,12.00
79441000,80261000,820000,56000,56000,5.60,173.91,173.91,true,false,false,12.00
80261000,81081000,820000,56000,56000,5.60,173.91,173.91,true,false,false,12.00
81081000,81850000,769000,56000,56000,5.60,173.91,184.62,false,true,false,12.00
81850000,82678000,828000,49000,59000,4.90,188.41,188.41,true,false,false,13.00
82678000,83498000,820000,56000,56000,4.90,188.41,188.41,true,false,false,13.00
83498000,84316000,818000,56000,56000,4.90,188.41,188.41,true,false,false,13.00
84316000,85135000,819000,56000,56000,4.90,188.41,188.41,true,false,false,13.00
85135000,85955000,820000,56000,56000,4.90,188.41,188.41,true,false,false,13.00
85955000,86774000,819000,56000,56000,4.90,188.41,188.41,true,false,false,13.00
86774000,87733000,959000,56000,103000,4.90,188.41,120.37,true,false,false,13.00
