start_time,end_time,duration,min_qdel,max_qdel,communicated_flow_count,round_max_cruise_rate,latest_cruise_rate,cruise_happened,probe_happened,round_ended,cwnd
137000,844000,707000,13000,19000,1.30,1000.00,920.00,true,false,false,22.50
844000,1539000,695000,14000,15000,1.30,1000.00,958.33,true,false,false,22.50
1539000,2234000,695000,14000,15000,1.30,1000.00,920.00,true,false,false,22.50
2234000,2929000,695000,14000,15000,1.30,1000.00,920.00,true,false,false,22.50
2929000,3624000,695000,14000,15000,1.30,1000.00,920.00,true,false,false,22.50
3624000,4379000,755000,14000,35000,1.30,1000.00,766.67,true,false,false,22.50
4379000,5011000,632000,21000,21000,1.30,1000.00,920.00,false,true,false,22.50
5011000,5709000,698000,11000,16000,1.10,1000.00,909.09,true,false,false,20.00
5709000,6398000,689000,10000,13000,1.00,1000.00,909.09,true,false,false,20.00
6398000,7090000,692000,10000,14000,1.00,1000.00,869.57,true,false,false,20.00
7090000,7779000,689000,10000,13000,1.00,1000.00,1000.00,true,false,false,20.00
7779000,8471000,692000,10000,14000,1.00,1000.00,869.57,true,false,false,20.00
8471000,9160000,689000,10000,13000,1.00,1000.00,952.38,true,false,false,20.00
9160000,9853000,693000,10000,14000,1.00,1000.00,909.09,true,false,false,20.00
9853000,10542000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
10542000,11231000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
11231000,11920000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
11920000,12609000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
12609000,13298000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
13298000,13987000,689000,12000,13000,1.00,1000.00,909.09,true,false,false,20.00
13987000,14676000,689000,12000,13000,1.00,1000.00,909.09,true,false,false,20.00
14676000,15365000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
15365000,16054000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
16054000,16743000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
16743000,17432000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
17432000,18121000,689000,12000,13000,1.00,1000.00,869.57,true,false,false,20.00
18121000,18810000,689000,12000,13000,1.00,1000.00,909.09,true,false,false,20.00
18810000,19500000,690000,12000,13000,1.00,1000.00,909.09,true,false,false,20.00
19500000,20190000,690000,12000,13000,1.00,1000.00,909.09,true,false,false,20.00
20190000,20879000,689000,12000,13000,1.00,1000.00,869.57,true,false,true,20.00
20879000,21568000,689000,12000,13000,1.20,909.09,869.57,true,false,false,20.00
21568000,22257000,689000,12000,13000,1.20,909.09,869.57,true,false,false,20.00
22257000,22946000,689000,12000,13000,1.20,909.09,869.57,true,false,false,20.00
22946000,23635000,689000,12000,13000,1.20,909.09,869.57,true,false,false,20.00
23635000,24324000,689000,12000,13000,1.20,909.09,869.57,true,false,false,20.00
24324000,25013000,689000,12000,13000,1.20,909.09,909.09,true,false,false,20.00
25013000,25629000,616000,13000,13000,1.20,909.09,909.09,false,true,false,20.00
25629000,26321000,692000,11000,14000,1.10,909.09,909.09,true,false,false,20.00
26321000,27010000,689000,10000,13000,1.00,1000.00,909.09,true,false,false,20.00
27010000,27702000,692000,11000,14000,1.00,1000.00,909.09,true,false,false,20.00
27702000,28391000,689000,10000,13000,1.00,1000.00,909.09,true,false,false,20.00
28391000,29086000,695000,10000,15000,1.00,1000.00,869.57,true,false,false,20.00
29086000,29775000,689000,12000,13000,1.00,1000.00,909.09,true,false,false,20.00
29775000,30464000,689000,10000,13000,1.00,1000.00,1000.00,true,false,false,20.00
30464000,31228000,764000,10000,38000,1.00,1000.00,1000.00,true,false,false,20.00
31228000,31929000,701000,10000,17000,1.00,1000.00,833.33,true,false,false,20.00
31929000,32621000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
32621000,33314000,693000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
33314000,34006000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
34006000,34698000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
34698000,35390000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
35390000,36082000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
36082000,36774000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
36774000,37466000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
37466000,38158000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
38158000,38850000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
38850000,39542000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
39542000,40234000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
40234000,40926000,692000,14000,14000,1.00,1000.00,833.33,true,false,false,20.00
40926000,41618000,692000,14000,14000,1.00,1000.00,833.33,true,false,true,20.00
41618000,42310000,692000,14000,14000,1.40,833.33,833.33,true,false,false,20.00
42310000,43002000,692000,14000,14000,1.40,833.33,833.33,true,false,false,20.00
43002000,43694000,692000,14000,14000,1.40,833.33,833.33,true,false,false,20.00
43694000,44386000,692000,14000,14000,1.40,833.33,833.33,true,false,false,20.00
44386000,45078000,692000,14000,14000,1.40,833.33,833.33,true,false,false,20.00
45078000,45770000,692000,14000,14000,1.40,833.33,833.33,true,false,false,20.00
45770000,46395000,625000,14000,14000,1.40,833.33,869.57,false,true,false,20.00
46395000,47087000,692000,11000,14000,1.10,863.64,826.09,true,false,false,19.00
47087000,47776000,689000,9000,13000,0.90,950.00,904.76,true,false,false,19.00
47776000,48471000,695000,11000,15000,0.90,950.00,826.09,true,false,false,19.00
48471000,49160000,689000,9000,13000,0.90,1000.00,863.64,true,false,false,19.00
49160000,49855000,695000,9000,15000,0.90,1000.00,826.09,true,false,false,19.00
49855000,50544000,689000,12000,13000,0.90,1000.00,863.64,true,false,false,19.00
50544000,51233000,689000,9000,13000,0.90,1000.00,863.64,true,false,false,19.00
51233000,51931000,698000,11000,16000,0.90,1000.00,826.09,true,false,false,19.00
51931000,52620000,689000,12000,13000,0.90,1000.00,826.09,true,false,false,19.00
52620000,53309000,689000,12000,13000,0.90,1000.00,826.09,true,false,false,19.00
53309000,53998000,689000,12000,13000,0.90,1000.00,863.64,true,false,false,19.00
