time,event,cwnd
150488000,"""ProbeUpdate""",19.00
170715000,"""ProbeGain""",62.00
171237000,"""ProbeDrain""",19.00
171336000,"""ProbeUpdate""",19.00
191576000,"""ProbeGain""",62.00
192097000,"""ProbeDrain""",19.00
192194000,"""ProbeUpdate""",19.00
212371000,"""ProbeGain""",59.00
212892000,"""ProbeDrain""",19.00
212985000,"""ProbeUpdate""",20.00
233164000,"""ProbeGain""",67.00
233688000,"""ProbeDrain""",20.00
233790000,"""ProbeUpdate""",19.00
253922000,"""ProbeGain""",61.00
254444000,"""ProbeDrain""",19.00
254540000,"""ProbeUpdate""",19.00
274749000,"""ProbeGain""",62.00
275272000,"""ProbeDrain""",19.00
275371000,"""ProbeUpdate""",19.00
295603000,"""ProbeGain""",62.00
296124000,"""ProbeDrain""",19.00
296221000,"""ProbeUpdate""",19.00
316388000,"""ProbeGain""",59.00
316910000,"""ProbeDrain""",19.00
317005000,"""ProbeUpdate""",20.00
337313000,"""ProbeGain""",60.00
337841000,"""ProbeDrain""",20.00
337937000,"""ProbeUpdate""",20.00
358114000,"""ProbeGain""",67.00
358637000,"""ProbeDrain""",20.00
358740000,"""ProbeUpdate""",19.00
378935000,"""ProbeGain""",62.00
379458000,"""ProbeDrain""",19.00
379556000,"""ProbeUpdate""",19.00
399817000,"""ProbeGain""",62.00
400340000,"""ProbeDrain""",19.00
400439000,"""ProbeUpdate""",19.00
420681000,"""ProbeGain""",62.00
421202000,"""ProbeDrain""",19.00
421299000,"""ProbeUpdate""",19.00
441502000,"""ProbeGain""",59.00
442024000,"""ProbeDrain""",19.00
442119000,"""ProbeUpdate""",20.00
462302000,"""ProbeGain""",67.00
462826000,"""ProbeDrain""",20.00
462931000,"""ProbeUpdate""",19.00
483177000,"""ProbeGain""",62.00
483699000,"""ProbeDrain""",19.00
483798000,"""ProbeUpdate""",19.00
503997000,"""ProbeGain""",62.00
504518000,"""ProbeDrain""",19.00
504615000,"""ProbeUpdate""",19.00
524773000,"""ProbeGain""",61.00
525294000,"""ProbeDrain""",19.00
525390000,"""ProbeUpdate""",19.00
545531000,"""ProbeGain""",58.00
546052000,"""ProbeDrain""",19.00
546144000,"""ProbeUpdate""",20.00
566250000,"""ProbeGain""",67.00
566773000,"""ProbeDrain""",20.00
566920000,"""ProbeUpdate""",17.00
586760000,"""ProbeGain""",51.00
587279000,"""ProbeDrain""",17.00
587359000,"""ProbeUpdate""",19.00
607481000,"""ProbeGain""",61.00
608003000,"""ProbeDrain""",19.00
608098000,"""ProbeUpdate""",19.00
628240000,"""ProbeGain""",61.00
628761000,"""ProbeDrain""",19.00
628857000,"""ProbeUpdate""",19.00
648994000,"""ProbeGain""",61.00
649516000,"""ProbeDrain""",19.00
649612000,"""ProbeUpdate""",19.00
669760000,"""ProbeGain""",59.00
670282000,"""ProbeDrain""",19.00
670375000,"""ProbeUpdate""",20.00
690471000,"""ProbeGain""",67.00
690994000,"""ProbeDrain""",20.00
691097000,"""ProbeUpdate""",19.00
711312000,"""ProbeGain""",62.00
711833000,"""ProbeDrain""",19.00
711931000,"""ProbeUpdate""",19.00
732150000,"""ProbeGain""",62.00
732673000,"""ProbeDrain""",19.00
732774000,"""ProbeUpdate""",19.00
753062000,"""ProbeGain""",62.00
753583000,"""ProbeDrain""",19.00
753681000,"""ProbeUpdate""",19.00
773912000,"""ProbeGain""",59.00
774433000,"""ProbeDrain""",19.00
774526000,"""ProbeUpdate""",20.00
794624000,"""ProbeGain""",67.00
795146000,"""ProbeDrain""",20.00
795249000,"""ProbeUpdate""",19.00
815467000,"""ProbeGain""",62.00
815988000,"""ProbeDrain""",19.00
816086000,"""ProbeUpdate""",19.00
836331000,"""ProbeGain""",62.00
836854000,"""ProbeDrain""",19.00
836953000,"""ProbeUpdate""",19.00
857178000,"""ProbeGain""",61.00
857700000,"""ProbeDrain""",19.00
857796000,"""ProbeUpdate""",19.00
877930000,"""ProbeGain""",59.00
878452000,"""ProbeDrain""",19.00
878546000,"""ProbeUpdate""",20.00
898690000,"""ProbeGain""",67.00
899212000,"""ProbeDrain""",20.00
899315000,"""ProbeUpdate""",19.00
919542000,"""ProbeGain""",62.00
920063000,"""ProbeDrain""",19.00
920161000,"""ProbeUpdate""",19.00
940444000,"""ProbeGain""",64.00
940968000,"""ProbeDrain""",19.00
941073000,"""ProbeUpdate""",18.00
961350000,"""ProbeGain""",58.00
961871000,"""ProbeDrain""",18.00
961965000,"""ProbeUpdate""",19.00
982203000,"""ProbeGain""",59.00
982724000,"""ProbeDrain""",19.00
982817000,"""ProbeUpdate""",20.00
