time,event,cwnd
467851000,"""ProbeUpdate""",20.00
488040000,"""ProbeGain""",60.00
488563000,"""ProbeDrain""",20.00
488661000,"""ProbeUpdate""",20.00
508924000,"""ProbeGain""",59.00
509447000,"""ProbeDrain""",20.00
509542000,"""ProbeUpdate""",21.00
529871000,"""ProbeGain""",65.00
530395000,"""ProbeDrain""",21.00
530494000,"""ProbeUpdate""",21.00
550844000,"""ProbeGain""",65.00
551368000,"""ProbeDrain""",21.00
551466000,"""ProbeUpdate""",21.00
571802000,"""ProbeGain""",65.00
572326000,"""ProbeDrain""",21.00
572422000,"""ProbeUpdate""",21.00
592680000,"""ProbeGain""",65.00
593204000,"""ProbeDrain""",21.00
593301000,"""ProbeUpdate""",20.00
613401000,"""ProbeGain""",60.00
613923000,"""ProbeDrain""",20.00
614013000,"""ProbeUpdate""",21.00
634348000,"""ProbeGain""",65.00
634872000,"""ProbeDrain""",21.00
634969000,"""ProbeUpdate""",21.00
655296000,"""ProbeGain""",65.00
655820000,"""ProbeDrain""",21.00
655917000,"""ProbeUpdate""",21.00
676281000,"""ProbeGain""",65.00
676805000,"""ProbeDrain""",21.00
676903000,"""ProbeUpdate""",21.00
697251000,"""ProbeGain""",65.00
697775000,"""ProbeDrain""",21.00
697873000,"""ProbeUpdate""",21.00
718137000,"""ProbeGain""",65.00
718661000,"""ProbeDrain""",21.00
718760000,"""ProbeUpdate""",21.00
739182000,"""ProbeGain""",65.00
739707000,"""ProbeDrain""",21.00
739807000,"""ProbeUpdate""",21.00
760208000,"""ProbeGain""",65.00
760733000,"""ProbeDrain""",21.00
760832000,"""ProbeUpdate""",21.00
781199000,"""ProbeGain""",65.00
781723000,"""ProbeDrain""",21.00
781822000,"""ProbeUpdate""",21.00
802142000,"""ProbeGain""",65.00
802666000,"""ProbeDrain""",21.00
802766000,"""ProbeUpdate""",21.00
823030000,"""ProbeGain""",65.00
823555000,"""ProbeDrain""",21.00
823656000,"""ProbeUpdate""",21.00
844011000,"""ProbeGain""",64.00
844535000,"""ProbeDrain""",21.00
844635000,"""ProbeUpdate""",21.00
864997000,"""ProbeGain""",64.00
865521000,"""ProbeDrain""",21.00
865620000,"""ProbeUpdate""",22.00
886064000,"""ProbeGain""",70.00
886589000,"""ProbeDrain""",22.00
886699000,"""ProbeUpdate""",20.00
906970000,"""ProbeGain""",60.00
907492000,"""ProbeDrain""",20.00
907588000,"""ProbeUpdate""",20.00
927766000,"""ProbeGain""",60.00
928289000,"""ProbeDrain""",20.00
928421000,"""ProbeUpdate""",21.00
948865000,"""ProbeGain""",64.00
949390000,"""ProbeDrain""",21.00
949493000,"""ProbeUpdate""",21.00
969959000,"""ProbeGain""",65.00
970483000,"""ProbeDrain""",21.00
970585000,"""ProbeUpdate""",21.00
990988000,"""ProbeGain""",64.00
991512000,"""ProbeDrain""",21.00
991611000,"""ProbeUpdate""",22.00
