start_time,end_time,duration,min_qdel,max_qdel,communicated_flow_count,round_max_cruise_rate,latest_cruise_rate,cruise_happened,probe_happened,round_ended,cwnd
156000,878000,722000,18000,24000,1.80,1000.00,933.33,true,false,false,27.50
878000,1591000,713000,20000,21000,1.80,1000.00,933.33,true,false,false,27.50
1591000,2304000,713000,20000,21000,1.80,1000.00,903.23,true,false,false,27.50
2304000,3017000,713000,20000,21000,1.80,1000.00,933.33,true,false,false,27.50
3017000,3730000,713000,20000,21000,1.80,1000.00,933.33,true,false,false,27.50
3730000,4482000,752000,18000,34000,1.80,1000.00,1000.00,true,false,false,27.50
4482000,5201000,719000,18000,23000,1.80,1000.00,933.33,true,false,false,27.50
5201000,5914000,713000,19000,21000,1.80,1000.00,965.52,true,false,false,27.50
5914000,6633000,719000,18000,23000,1.80,1000.00,903.23,true,false,false,27.50
6633000,7349000,716000,20000,22000,1.80,1000.00,903.23,true,false,false,27.50
7349000,8018000,669000,21000,21000,1.80,1000.00,933.33,false,true,false,27.50
8018000,8732000,714000,14000,21000,1.40,1000.00,880.00,true,false,false,22.00
8732000,9427000,695000,12000,15000,1.20,1000.00,916.67,true,false,false,22.00
9427000,10125000,698000,12000,16000,1.20,1000.00,880.00,true,false,false,22.00
10125000,10820000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
10820000,11515000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
11515000,12210000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
12210000,12905000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
12905000,13600000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
13600000,14295000,695000,14000,15000,1.20,1000.00,916.67,true,false,false,22.00
14295000,14990000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
14990000,15685000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
15685000,16380000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
16380000,17075000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
17075000,17770000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
17770000,18466000,696000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
18466000,19161000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
19161000,19856000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
19856000,20551000,695000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
20551000,21246000,695000,14000,15000,1.20,1000.00,880.00,true,false,true,22.00
21246000,21941000,695000,14000,15000,1.40,916.67,880.00,true,false,false,22.00
21941000,22636000,695000,14000,15000,1.40,916.67,880.00,true,false,false,22.00
22636000,23331000,695000,14000,15000,1.40,916.67,880.00,true,false,false,22.00
23331000,24026000,695000,14000,15000,1.40,916.67,880.00,true,false,false,22.00
24026000,24722000,696000,14000,15000,1.40,916.67,916.67,true,false,false,22.00
24722000,25417000,695000,12000,15000,1.20,1000.00,916.67,true,false,false,22.00
25417000,26118000,701000,13000,17000,1.20,1000.00,880.00,true,false,false,22.00
26118000,26813000,695000,12000,15000,1.20,1000.00,916.67,true,false,false,22.00
26813000,27514000,701000,13000,17000,1.20,1000.00,880.00,true,false,false,22.00
27514000,28210000,696000,14000,15000,1.20,1000.00,880.00,true,false,false,22.00
28210000,28836000,626000,15000,15000,1.20,1000.00,916.67,false,true,false,22.00
28836000,29531000,695000,12000,15000,1.20,1000.00,909.09,true,false,false,20.00
