time,event,cwnd
76100,"""SlowStart""",146.00
76400,"""SlowStart""",147.00
76500,"""SlowStart""",148.00
76800,"""SlowStart""",149.00
76900,"""SlowStart""",150.00
77200,"""SlowStart""",151.00
77300,"""SlowStart""",152.00
77600,"""SlowStart""",153.00
77700,"""SlowStart""",154.00
78000,"""SlowStart""",155.00
78100,"""SlowStart""",156.00
78400,"""SlowStart""",157.00
78500,"""SlowStart""",158.00
78800,"""SlowStart""",159.00
78900,"""SlowStart""",160.00
79200,"""SlowStart""",161.00
79300,"""SlowStart""",162.00
79600,"""SlowStart""",163.00
79700,"""SlowStart""",164.00
80000,"""SlowStart""",165.00
80100,"""SlowStart""",166.00
80400,"""SlowStart""",167.00
80500,"""SlowStart""",168.00
80800,"""SlowStart""",169.00
80900,"""SlowStart""",170.00
81200,"""SlowStart""",171.00
81300,"""SlowStart""",172.00
81600,"""SlowStart""",173.00
81700,"""SlowStart""",174.00
82000,"""SlowStart""",175.00
82100,"""SlowStart""",176.00
82400,"""SlowStart""",177.00
82500,"""SlowStart""",178.00
82800,"""SlowStart""",179.00
82900,"""SlowStart""",180.00
83200,"""SlowStart""",181.00
83300,"""SlowStart""",182.00
83600,"""SlowStart""",183.00
83700,"""SlowStart""",184.00
84000,"""SlowStart""",185.00
84100,"""SlowStart""",186.00
84400,"""SlowStart""",187.00
84500,"""SlowStart""",188.00
84800,"""SlowStart""",189.00
84900,"""SlowStart""",190.00
85200,"""SlowStart""",191.00
85300,"""SlowStart""",192.00
85600,"""SlowStart""",193.00
85700,"""SlowStart""",194.00
86000,"""SlowStart""",195.00
86100,"""SlowStart""",196.00
86400,"""SlowStart""",197.00
86500,"""SlowStart""",198.00
86800,"""SlowStart""",199.00
86900,"""SlowStart""",200.00
87000,"""SlowStart""",201.00
87100,"""SlowStart""",202.00
87400,"""SlowStart""",203.00
87500,"""SlowStart""",204.00
87800,"""SlowStart""",205.00
87900,"""SlowStart""",206.00
88200,"""SlowStart""",207.00
88300,"""SlowStart""",208.00
88600,"""SlowStart""",209.00
88700,"""SlowStart""",210.00
89000,"""SlowStart""",211.00
89100,"""SlowStart""",212.00
89400,"""SlowStart""",213.00
89500,"""SlowStart""",214.00
89800,"""SlowStart""",215.00
89900,"""SlowStart""",216.00
90200,"""SlowStart""",217.00
90300,"""SlowStart""",218.00
90600,"""SlowStart""",219.00
90700,"""SlowStart""",220.00
91000,"""SlowStart""",221.00
91100,"""SlowStart""",222.00
91400,"""SlowStart""",223.00
91500,"""SlowStart""",224.00
91800,"""SlowStart""",225.00
91900,"""SlowStart""",226.00
92200,"""SlowStart""",227.00
92300,"""SlowStart""",228.00
92600,"""SlowStart""",229.00
92700,"""SlowStart""",230.00
93000,"""SlowStart""",231.00
93100,"""SlowStart""",232.00
93400,"""SlowStart""",233.00
93500,"""SlowStart""",234.00
93800,"""SlowStart""",235.00
93900,"""SlowStart""",236.00
94400,"""SlowStart""",237.00
94500,"""SlowStart""",238.00
94600,"""SlowStart""",239.00
94700,"""SlowStart""",240.00
95200,"""SlowStart""",241.00
95300,"""SlowStart""",242.00
95400,"""SlowStart""",243.00
95500,"""SlowStart""",244.00
96000,"""SlowStart""",245.00
96100,"""SlowStart""",246.00
96200,"""SlowStart""",247.00
96300,"""SlowStart""",248.00
96800,"""SlowStart""",249.00
96900,"""SlowStart""",250.00
97000,"""SlowStart""",251.00
97100,"""SlowStart""",252.00
97600,"""SlowStart""",253.00
97700,"""SlowStart""",254.00
97800,"""SlowStart""",255.00
97900,"""SlowStart""",256.00
98400,"""SlowStart""",257.00
98500,"""SlowStart""",258.00
98600,"""SlowStart""",259.00
98700,"""SlowStart""",260.00
99200,"""SlowStart""",261.00
99300,"""SlowStart""",262.00
99400,"""SlowStart""",263.00
99500,"""SlowStart""",264.00
100000,"""SlowStart""",265.00
100100,"""SlowStart""",266.00
100200,"""SlowStart""",267.00
100300,"""SlowStart""",268.00
100800,"""SlowStart""",269.00
100900,"""SlowStart""",270.00
101000,"""SlowStart""",271.00
101100,"""SlowStart""",272.00
101600,"""SlowStart""",273.00
101700,"""SlowStart""",274.00
101800,"""SlowStart""",275.00
101900,"""SlowStart""",276.00
102400,"""SlowStart""",277.00
102500,"""SlowStart""",278.00
102600,"""SlowStart""",279.00
102700,"""SlowStart""",280.00
103200,"""SlowStart""",281.00
103300,"""SlowStart""",282.00
103400,"""SlowStart""",283.00
103500,"""SlowStart""",284.00
104000,"""SlowStart""",285.00
104100,"""SlowStart""",286.00
104200,"""SlowStart""",287.00
104300,"""SlowStart""",288.00
104800,"""SlowStart""",289.00
104900,"""SlowStart""",290.00
105000,"""SlowStart""",291.00
105100,"""SlowStart""",292.00
105600,"""SlowStart""",293.00
105700,"""SlowStart""",294.00
105800,"""SlowStart""",295.00
105900,"""SlowStart""",296.00
106400,"""SlowStart""",297.00
106500,"""SlowStart""",298.00
106600,"""SlowStart""",299.00
106700,"""SlowStart""",300.00
107200,"""SlowStart""",301.00
107300,"""SlowStartEnd""",150.50
628000,"""ProbeGain""",554.50
786200,"""ProbeDrain""",150.50
892600,"""ProbeUpdate""",116.00
4293500,"""ProbeGain""",380.00
4402800,"""ProbeDrain""",116.00
4478700,"""ProbeUpdate""",100.00
7925300,"""ProbeGain""",326.00
8009400,"""ProbeDrain""",100.00
8057600,"""ProbeUpdate""",130.00
11576000,"""ProbeGain""",468.00
11676900,"""ProbeDrain""",130.00
11739100,"""ProbeUpdate""",146.00
15330300,"""ProbeGain""",535.00
15438900,"""ProbeDrain""",146.00
15507500,"""ProbeUpdate""",149.00
19133500,"""ProbeGain""",547.00
19243400,"""ProbeDrain""",149.00
19313100,"""ProbeUpdate""",150.00
22948800,"""ProbeGain""",551.00
23059200,"""ProbeDrain""",150.00
23129300,"""ProbeUpdate""",150.00
26756100,"""ProbeGain""",551.00
26866500,"""ProbeDrain""",150.00
26936600,"""ProbeUpdate""",150.00
30567500,"""ProbeGain""",551.00
30677900,"""ProbeDrain""",150.00
30748000,"""ProbeUpdate""",150.00
34378900,"""ProbeGain""",551.00
34489300,"""ProbeDrain""",150.00
34559400,"""ProbeUpdate""",150.00
38190300,"""ProbeGain""",551.00
38300700,"""ProbeDrain""",150.00
38370800,"""ProbeUpdate""",150.00
42001700,"""ProbeGain""",551.00
42112100,"""ProbeDrain""",150.00
42182200,"""ProbeUpdate""",150.00
45813100,"""ProbeGain""",551.00
45923500,"""ProbeDrain""",150.00
45993600,"""ProbeUpdate""",150.00
49624500,"""ProbeGain""",551.00
49734900,"""ProbeDrain""",150.00
49805000,"""ProbeUpdate""",150.00
53435900,"""ProbeGain""",551.00
53546300,"""ProbeDrain""",150.00
53616400,"""ProbeUpdate""",150.00
57247300,"""ProbeGain""",551.00
57357700,"""ProbeDrain""",150.00
57427800,"""ProbeUpdate""",150.00
61058700,"""ProbeGain""",551.00
61169100,"""ProbeDrain""",150.00
61239200,"""ProbeUpdate""",150.00
64870100,"""ProbeGain""",551.00
64980500,"""ProbeDrain""",150.00
65050600,"""ProbeUpdate""",150.00
68681500,"""ProbeGain""",551.00
68791900,"""ProbeDrain""",150.00
68862000,"""ProbeUpdate""",150.00
72492900,"""ProbeGain""",551.00
72603300,"""ProbeDrain""",150.00
72673400,"""ProbeUpdate""",150.00
76304300,"""ProbeGain""",551.00
76414700,"""ProbeDrain""",150.00
76484800,"""ProbeUpdate""",150.00
80115700,"""ProbeGain""",551.00
80226100,"""ProbeDrain""",150.00
80296200,"""ProbeUpdate""",150.00
83927100,"""ProbeGain""",551.00
84037500,"""ProbeDrain""",150.00
84107600,"""ProbeUpdate""",150.00
87738500,"""ProbeGain""",551.00
87848900,"""ProbeDrain""",150.00
87919000,"""ProbeUpdate""",150.00
91549900,"""ProbeGain""",551.00
91660300,"""ProbeDrain""",150.00
91730400,"""ProbeUpdate""",150.00
95361300,"""ProbeGain""",551.00
95471700,"""ProbeDrain""",150.00
95541800,"""ProbeUpdate""",150.00
99172700,"""ProbeGain""",551.00
99283100,"""ProbeDrain""",150.00
99353200,"""ProbeUpdate""",150.00
102984100,"""ProbeGain""",551.00
103094500,"""ProbeDrain""",150.00
103164600,"""ProbeUpdate""",150.00
106795500,"""ProbeGain""",551.00
106905900,"""ProbeDrain""",150.00
106976000,"""ProbeUpdate""",150.00
110606900,"""ProbeGain""",551.00
110717300,"""ProbeDrain""",150.00
110787400,"""ProbeUpdate""",150.00
114418300,"""ProbeGain""",551.00
114528700,"""ProbeDrain""",150.00
114598800,"""ProbeUpdate""",150.00
118229700,"""ProbeGain""",551.00
118340100,"""ProbeDrain""",150.00
118410200,"""ProbeUpdate""",150.00
122041100,"""ProbeGain""",551.00
122151500,"""ProbeDrain""",150.00
122221600,"""ProbeUpdate""",150.00
125852500,"""ProbeGain""",551.00
125962900,"""ProbeDrain""",150.00
126033000,"""ProbeUpdate""",150.00
129663900,"""ProbeGain""",551.00
129774300,"""ProbeDrain""",150.00
129844400,"""ProbeUpdate""",150.00
133475300,"""ProbeGain""",551.00
133585700,"""ProbeDrain""",150.00
133655800,"""ProbeUpdate""",150.00
137286700,"""ProbeGain""",551.00
137397100,"""ProbeDrain""",150.00
137467200,"""ProbeUpdate""",150.00
141098100,"""ProbeGain""",551.00
141208500,"""ProbeDrain""",150.00
141278600,"""ProbeUpdate""",150.00
144909500,"""ProbeGain""",551.00
145019900,"""ProbeDrain""",150.00
145090000,"""ProbeUpdate""",150.00
148720900,"""ProbeGain""",551.00
148831300,"""ProbeDrain""",150.00
148901400,"""ProbeUpdate""",150.00
152532300,"""ProbeGain""",551.00
152642700,"""ProbeDrain""",150.00
152712800,"""ProbeUpdate""",150.00
156343700,"""ProbeGain""",551.00
156454100,"""ProbeDrain""",150.00
156524200,"""ProbeUpdate""",150.00
160155100,"""ProbeGain""",551.00
160265500,"""ProbeDrain""",150.00
160335600,"""ProbeUpdate""",150.00
163966500,"""ProbeGain""",551.00
164076900,"""ProbeDrain""",150.00
164147000,"""ProbeUpdate""",150.00
167777900,"""ProbeGain""",551.00
167888300,"""ProbeDrain""",150.00
167958400,"""ProbeUpdate""",150.00
171589300,"""ProbeGain""",551.00
171699700,"""ProbeDrain""",150.00
171769800,"""ProbeUpdate""",150.00
175400700,"""ProbeGain""",551.00
175511100,"""ProbeDrain""",150.00
175581200,"""ProbeUpdate""",150.00
179212100,"""ProbeGain""",551.00
179322500,"""ProbeDrain""",150.00
179392600,"""ProbeUpdate""",150.00
183023500,"""ProbeGain""",551.00
183133900,"""ProbeDrain""",150.00
183204000,"""ProbeUpdate""",150.00
186834900,"""ProbeGain""",551.00
186945300,"""ProbeDrain""",150.00
187015400,"""ProbeUpdate""",150.00
190646300,"""ProbeGain""",551.00
190756700,"""ProbeDrain""",150.00
190826800,"""ProbeUpdate""",150.00
194457700,"""ProbeGain""",551.00
194568100,"""ProbeDrain""",150.00
194638200,"""ProbeUpdate""",150.00
198269100,"""ProbeGain""",551.00
198379500,"""ProbeDrain""",150.00
198449600,"""ProbeUpdate""",150.00
202080500,"""ProbeGain""",551.00
202190900,"""ProbeDrain""",150.00
202261000,"""ProbeUpdate""",150.00
205891900,"""ProbeGain""",551.00
206002300,"""ProbeDrain""",150.00
206072400,"""ProbeUpdate""",150.00
209703300,"""ProbeGain""",551.00
209813700,"""ProbeDrain""",150.00
209883800,"""ProbeUpdate""",150.00
213514700,"""ProbeGain""",551.00
213625100,"""ProbeDrain""",150.00
213695200,"""ProbeUpdate""",150.00
217326100,"""ProbeGain""",551.00
217436500,"""ProbeDrain""",150.00
217506600,"""ProbeUpdate""",150.00
221137500,"""ProbeGain""",551.00
221247900,"""ProbeDrain""",150.00
221318000,"""ProbeUpdate""",150.00
224948900,"""ProbeGain""",551.00
225059300,"""ProbeDrain""",150.00
225129400,"""ProbeUpdate""",150.00
228760300,"""ProbeGain""",551.00
228870700,"""ProbeDrain""",150.00
228940800,"""ProbeUpdate""",150.00
232571700,"""ProbeGain""",551.00
232682100,"""ProbeDrain""",150.00
232752200,"""ProbeUpdate""",150.00
236383100,"""ProbeGain""",551.00
236493500,"""ProbeDrain""",150.00
236563600,"""ProbeUpdate""",150.00
240194500,"""ProbeGain""",551.00
240304900,"""ProbeDrain""",150.00
240375000,"""ProbeUpdate""",150.00
244005900,"""ProbeGain""",551.00
244116300,"""ProbeDrain""",150.00
244186400,"""ProbeUpdate""",150.00
247817300,"""ProbeGain""",551.00
247927700,"""ProbeDrain""",150.00
247997800,"""ProbeUpdate""",150.00
251628700,"""ProbeGain""",551.00
251739100,"""ProbeDrain""",150.00
251809200,"""ProbeUpdate""",150.00
255440100,"""ProbeGain""",551.00
255550500,"""ProbeDrain""",150.00
255620600,"""ProbeUpdate""",150.00
259251500,"""ProbeGain""",551.00
259361900,"""ProbeDrain""",150.00
259432000,"""ProbeUpdate""",150.00
263062900,"""ProbeGain""",551.00
263173300,"""ProbeDrain""",150.00
263243400,"""ProbeUpdate""",150.00
266874300,"""ProbeGain""",551.00
266984700,"""ProbeDrain""",150.00
267054800,"""ProbeUpdate""",150.00
270685700,"""ProbeGain""",551.00
270796100,"""ProbeDrain""",150.00
270866200,"""ProbeUpdate""",150.00
274497100,"""ProbeGain""",551.00
274607500,"""ProbeDrain""",150.00
274677600,"""ProbeUpdate""",150.00
278308500,"""ProbeGain""",551.00
278418900,"""ProbeDrain""",150.00
278489000,"""ProbeUpdate""",150.00
282119900,"""ProbeGain""",551.00
282230300,"""ProbeDrain""",150.00
282300400,"""ProbeUpdate""",150.00
285931300,"""ProbeGain""",551.00
286041700,"""ProbeDrain""",150.00
286111800,"""ProbeUpdate""",150.00
289742700,"""ProbeGain""",551.00
289853100,"""ProbeDrain""",150.00
289923200,"""ProbeUpdate""",150.00
293554100,"""ProbeGain""",551.00
293664500,"""ProbeDrain""",150.00
293734600,"""ProbeUpdate""",150.00
297365500,"""ProbeGain""",551.00
297475900,"""ProbeDrain""",150.00
297546000,"""ProbeUpdate""",150.00
