start_time,start_tot_tx,start_tot_rx,start_tot_ld,start_seq,end_time,end_tot_tx,end_tot_rx,end_tot_ld,end_seq,duration,acked,ack_rate,probe_ongoing
10000,2,1,0,1,20000,6,3,0,3,10000,2,200.00,false
20000,6,3,0,3,30000,14,7,0,7,10000,4,400.00,false
30000,14,7,0,7,40000,30,15,0,15,10000,8,800.00,false
40000,30,15,0,15,50000,62,31,0,31,10000,16,1600.00,false
50000,62,31,0,31,60000,126,63,0,63,10000,32,3200.00,false
60000,126,63,0,63,72800,254,127,0,127,12800,64,5000.00,false
72800,254,127,0,127,98400,510,255,0,255,25600,128,5000.00,false
98400,510,255,0,255,149600,661,511,0,511,51200,256,5000.00,false
167400,751,601,0,601,197500,902,752,0,752,30100,151,5016.61,false
197500,902,752,0,752,227600,1053,903,0,903,30100,151,5016.61,false
227600,1053,903,0,903,257700,1204,1054,0,1054,30100,151,5016.61,false
257700,1204,1054,0,1054,287800,1355,1205,0,1205,30100,151,5016.61,false
287800,1355,1205,0,1205,317900,1506,1356,0,1356,30100,151,5016.61,false
317900,1506,1356,0,1356,348000,1657,1507,0,1507,30100,151,5016.61,false
348000,1657,1507,0,1507,378100,1808,1658,0,1658,30100,151,5016.61,false
378100,1808,1658,0,1658,408200,1959,1809,0,1809,30100,151,5016.61,false
408200,1959,1809,0,1809,438300,2110,1960,0,1960,30100,151,5016.61,false
438300,2110,1960,0,1960,468400,2261,2111,0,2111,30100,151,5016.61,false
468400,2261,2111,0,2111,498500,2412,2262,0,2262,30100,151,5016.61,false
498500,2412,2262,0,2262,528600,2563,2413,0,2413,30100,151,5016.61,false
528600,2563,2413,0,2413,558700,2714,2564,0,2564,30100,151,5016.61,false
558700,2714,2564,0,2564,588800,2865,2715,0,2715,30100,151,5016.61,false
588800,2865,2715,0,2715,618900,3016,2866,0,2866,30100,151,5016.61,false
618900,3016,2866,0,2866,649000,3571,3017,0,3017,30100,151,5016.61,true
649000,3571,3017,0,3017,759600,4126,3572,0,3572,110600,555,5018.08,true
759600,4126,3572,0,3572,870200,4277,4127,0,4127,110600,555,5018.08,true
870200,4277,4127,0,4127,900300,4393,4278,0,4278,30100,151,5016.61,true
900300,4393,4278,0,4278,924700,4509,4394,0,4394,24400,116,4754.10,false
924700,4509,4394,0,4394,947900,4625,4510,0,4510,23200,116,5000.00,false
947900,4625,4510,0,4510,971100,4741,4626,0,4626,23200,116,5000.00,false
971100,4741,4626,0,4626,994300,4857,4742,0,4742,23200,116,5000.00,false
994300,4857,4742,0,4742,1017500,4973,4858,0,4858,23200,116,5000.00,false
1017500,4973,4858,0,4858,1040700,5089,4974,0,4974,23200,116,5000.00,false
1040700,5089,4974,0,4974,1063900,5205,5090,0,5090,23200,116,5000.00,false
1063900,5205,5090,0,5090,1087100,5321,5206,0,5206,23200,116,5000.00,false
1087100,5321,5206,0,5206,1110300,5437,5322,0,5322,23200,116,5000.00,false
1110300,5437,5322,0,5322,1133500,5553,5438,0,5438,23200,116,5000.00,false
1133500,5553,5438,0,5438,1156700,5669,5554,0,5554,23200,116,5000.00,false
1156700,5669,5554,0,5554,1179900,5785,5670,0,5670,23200,116,5000.00,false
1179900,5785,5670,0,5670,1203100,5901,5786,0,5786,23200,116,5000.00,false
1203100,5901,5786,0,5786,1226300,6017,5902,0,5902,23200,116,5000.00,false
1226300,6017,5902,0,5902,1249500,6133,6018,0,6018,23200,116,5000.00,false
1249500,6133,6018,0,6018,1272700,6249,6134,0,6134,23200,116,5000.00,false
1272700,6249,6134,0,6134,1295900,6365,6250,0,6250,23200,116,5000.00,false
1295900,6365,6250,0,6250,1319100,6481,6366,0,6366,23200,116,5000.00,false
1319100,6481,6366,0,6366,1342300,6597,6482,0,6482,23200,116,5000.00,false
1342300,6597,6482,0,6482,1365500,6713,6598,0,6598,23200,116,5000.00,false
1365500,6713,6598,0,6598,1388700,6829,6714,0,6714,23200,116,5000.00,false
1388700,6829,6714,0,6714,1411900,6945,6830,0,6830,23200,116,5000.00,false
1411900,6945,6830,0,6830,1435100,7061,6946,0,6946,23200,116,5000.00,false
1435100,7061,6946,0,6946,1458300,7177,7062,0,7062,23200,116,5000.00,false
1458300,7177,7062,0,7062,1481500,7293,7178,0,7178,23200,116,5000.00,false
1481500,7293,7178,0,7178,1504700,7409,7294,0,7294,23200,116,5000.00,false
1504700,7409,7294,0,7294,1527900,7525,7410,0,7410,23200,116,5000.00,false
1527900,7525,7410,0,7410,1551100,7641,7526,0,7526,23200,116,5000.00,false
1551100,7641,7526,0,7526,1574300,7757,7642,0,7642,23200,116,5000.00,false
1574300,7757,7642,0,7642,1597500,7873,7758,0,7758,23200,116,5000.00,false
