start_time,end_time,duration,min_qdel,max_qdel,communicated_flow_count,round_max_cruise_rate,latest_cruise_rate,cruise_happened,probe_happened,round_ended,cwnd
167300,628000,460700,20100,50084,2.01,5016.61,5016.61,true,false,false,150.50
628000,892600,264600,20100,20100,2.01,5016.61,5018.08,false,true,false,150.50
892600,1496700,604100,13200,96600,1.32,5016.61,5000.00,true,false,false,116.00
1496700,1846300,349600,13200,13200,1.32,5016.61,5000.00,true,false,false,116.00
1846300,2195900,349600,13200,13200,1.32,5016.61,5000.00,true,false,false,116.00
2195900,2545500,349600,13200,13200,1.32,5016.61,5000.00,true,false,false,116.00
2545500,2895100,349600,13200,13200,1.32,5016.61,5000.00,true,false,false,116.00
2895100,3244700,349600,13200,13200,1.32,5016.61,5000.00,true,false,false,116.00
3244700,3594300,349600,13200,13200,1.32,5016.61,5000.00,true,false,false,116.00
3594300,3943900,349600,13200,13200,1.32,5016.61,5000.00,true,false,true,116.00
3943900,4293500,349600,13200,13200,1.32,5000.00,5000.00,true,false,false,116.00
4293500,4478700,185200,13200,13200,1.32,5000.00,5000.00,false,true,false,116.00
4478700,4986700,508000,12900,66000,1.29,5000.00,4366.81,true,false,false,100.00
4986700,5345300,358600,12900,12900,1.29,5000.00,4366.81,true,false,false,100.00
5345300,5694000,348700,12900,12900,1.29,5000.00,4366.81,true,false,false,100.00
5694000,6055200,361200,12900,12900,1.29,5000.00,4366.81,true,false,false,100.00
6055200,6403900,348700,12900,12900,1.29,5000.00,4366.81,true,false,false,100.00
6403900,6765100,361200,12900,12900,1.29,5000.00,4366.81,true,false,false,100.00
6765100,7113800,348700,12900,12900,1.29,5000.00,4366.81,true,false,false,100.00
7113800,7475000,361200,12900,12900,1.29,5000.00,4366.81,true,false,true,100.00
7475000,7925300,450300,12900,42000,1.29,4366.81,4366.81,true,false,false,100.00
7925300,8057600,132300,15700,15700,1.29,4366.81,6749.48,false,true,false,100.00
8057600,8482500,424900,15700,38300,1.29,4529.62,4529.62,true,false,false,130.00
8482500,8848600,366100,18700,18700,1.29,4529.62,4529.62,true,false,false,130.00
8848600,9221400,372800,18700,18700,1.29,4529.62,4529.62,true,false,false,130.00
9221400,9594500,373100,18700,18700,1.29,4529.62,4529.62,true,false,false,130.00
9594500,9967600,373100,18700,18700,1.29,4529.62,4529.62,true,false,false,130.00
9967600,10340700,373100,18700,18700,1.29,4529.62,4529.62,true,false,false,130.00
10340700,10713800,373100,18700,18700,1.29,4529.62,4529.62,true,false,false,130.00
10713800,11086900,373100,18700,18700,1.29,4529.62,4529.62,true,false,true,130.00
11086900,11576000,489100,18500,59700,1.85,4561.40,4561.40,true,false,false,130.00
11576000,11739100,163100,18500,18500,1.85,4561.40,7512.04,false,true,false,130.00
11739100,12206200,467100,18500,52300,1.85,4850.50,4850.50,true,false,false,146.00
12206200,12576500,370300,20100,20100,1.85,4850.50,4850.50,true,false,false,146.00
12576500,12958700,382200,20100,20100,1.85,4850.50,4850.50,true,false,false,146.00
12958700,13329000,370300,20100,20100,1.85,4850.50,4850.50,true,false,false,146.00
13329000,13711200,382200,20100,20100,1.85,4850.50,4850.50,true,false,false,146.00
13711200,14081500,370300,20100,20100,1.85,4850.50,4850.50,true,false,false,146.00
14081500,14463700,382200,20100,20100,1.85,4850.50,4850.50,true,false,false,146.00
14463700,14834000,370300,20100,20100,1.85,4850.50,4850.50,true,false,true,146.00
14834000,15330300,496300,19800,61600,1.98,4899.33,4899.33,true,false,false,146.00
15330300,15507500,177200,19800,19800,1.98,4899.33,7787.48,false,true,false,146.00
15507500,15993600,486100,19800,58700,1.98,4950.17,4950.17,true,false,false,149.00
15993600,16370100,376500,20100,20100,1.98,4950.17,4950.17,true,false,false,149.00
16370100,16740400,370300,20100,20100,1.98,4950.17,4950.17,true,false,false,149.00
16740400,17122600,382200,20100,20100,1.98,4950.17,4950.17,true,false,false,149.00
17122600,17492900,370300,20100,20100,1.98,4950.17,4950.17,true,false,false,149.00
17492900,17875100,382200,20100,20100,1.98,4950.17,4950.17,true,false,false,149.00
17875100,18245400,370300,20100,20100,1.98,4950.17,4950.17,true,false,false,149.00
18245400,18627600,382200,20100,20100,1.98,4950.17,4950.17,true,false,true,149.00
18627600,19133500,505900,20000,60800,2.00,4966.67,4966.67,true,false,false,149.00
19133500,19313100,179600,20000,20000,2.00,4966.67,7836.68,false,true,false,149.00
19313100,19814700,501600,20000,59800,2.00,4983.39,4983.39,true,false,false,150.00
19814700,20185000,370300,20100,20100,2.00,4983.39,4983.39,true,false,false,150.00
20185000,20567200,382200,20100,20100,2.00,4983.39,4983.39,true,false,false,150.00
20567200,20937500,370300,20100,20100,2.00,4983.39,4983.39,true,false,false,150.00
20937500,21319700,382200,20100,20100,2.00,4983.39,4983.39,true,false,false,150.00
21319700,21690000,370300,20100,20100,2.00,4983.39,4983.39,true,false,false,150.00
21690000,22072200,382200,20100,20100,2.00,4983.39,4983.39,true,false,false,150.00
22072200,22578500,506300,20100,60500,2.00,4983.39,4385.96,true,false,true,150.00
22578500,22948800,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
22948800,23129300,180500,20100,20100,2.01,4983.39,7849.00,false,true,false,150.00
23129300,23626100,496800,20100,60200,2.01,4983.39,4983.39,true,false,false,150.00
23626100,23996400,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
23996400,24378600,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
24378600,24748900,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
24748900,25131100,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
25131100,25501400,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
25501400,25883600,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
25883600,26385800,502200,20100,60500,2.01,4983.39,4983.39,true,false,true,150.00
26385800,26756100,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
26756100,26936600,180500,20100,20100,2.01,4983.39,7849.00,false,true,false,150.00
26936600,27433400,496800,20100,60200,2.01,4983.39,4983.39,true,false,false,150.00
27433400,27803700,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
27803700,28185900,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
28185900,28556200,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
28556200,28938400,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
28938400,29308700,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
29308700,29690900,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
29690900,30197200,506300,20100,60500,2.01,4983.39,4983.39,true,false,true,150.00
30197200,30567500,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
30567500,30748000,180500,20100,20100,2.01,4983.39,7849.00,false,true,false,150.00
30748000,31244800,496800,20100,60200,2.01,4983.39,4983.39,true,false,false,150.00
31244800,31615100,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
31615100,31997300,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
31997300,32367600,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
32367600,32749800,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
32749800,33120100,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
33120100,33502300,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
33502300,34008600,506300,20100,60500,2.01,4983.39,4983.39,true,false,true,150.00
34008600,34378900,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
34378900,34559400,180500,20100,20100,2.01,4983.39,7849.00,false,true,false,150.00
34559400,35056200,496800,20100,60200,2.01,4983.39,4983.39,true,false,false,150.00
35056200,35426500,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
35426500,35808700,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
35808700,36179000,370300,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
36179000,36561200,382200,20100,20100,2.01,4983.39,4983.39,true,false,false,150.00
