now,probe_cwnd_before,probe_min_qdel_before,probe_min_qdel_during,probe_excess_amount,probe_excess_qdel,communicated_flow_count,round_max_cruise_rate,bandwidth_estimate,latest_cruise_rate,flow_count_estimate,target_cwnd,probe_cwnd_after
7371831000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
7397644000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
7423425000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
7449729000,807.00,32000,58000,101,26000,3.20,781.98,3884.62,862.30,4.97,820.82,820.82
7474960000,821.00,34000,65000,81,31000,2.50,800.98,2612.90,842.20,3.26,827.10,827.10
7500805000,828.00,26000,47000,39,21000,1.20,802.33,1857.14,825.71,2.31,837.12,837.12
7527022000,838.00,31000,81000,98,50000,3.00,812.02,1960.00,862.67,2.41,833.23,833.23
7552944000,834.00,30000,79000,98,49000,3.00,808.92,2000.00,861.37,2.47,829.73,829.73
7578705000,830.00,29000,75000,94,46000,2.90,806.61,2043.48,857.14,2.53,827.04,827.04
7604533000,828.00,31000,80000,100,49000,3.10,803.10,2040.82,856.09,2.54,823.51,823.51
7630393000,824.00,29000,74000,93,45000,2.90,800.78,2066.67,851.44,2.58,821.44,821.44
7656104000,822.00,29000,73000,93,44000,2.90,798.83,2113.64,849.58,2.65,819.97,819.97
7681779000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,847.30,2.69,819.09,819.09
7707268000,820.00,28000,139000,90,111000,2.80,797.67,810.81,819.08,1.02,805.77,805.77
7732162000,806.00,22000,52000,70,30000,2.20,788.65,2333.33,827.98,2.96,811.98,811.98
7757572000,812.00,10000,40000,32,30000,1.00,794.52,1066.67,807.66,1.34,814.75,814.75
7783188000,815.00,27000,61000,73,34000,2.30,792.03,2147.06,833.80,2.71,818.27,818.27
7809087000,819.00,31000,76000,96,45000,3.00,795.15,2133.33,847.22,2.68,816.48,816.48
7834927000,817.00,30000,75000,96,45000,3.00,793.20,2133.33,846.15,2.69,814.54,814.54
7860731000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,843.72,2.70,813.43,813.43
7886521000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
7912299000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
7938054000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
7963759000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
7990196000,813.00,35000,50000,110,15000,3.50,785.51,7333.33,864.23,9.34,858.84,858.84
8016659000,859.00,65000,106000,126,41000,3.80,826.76,3073.17,858.96,3.72,858.31,858.31
8042883000,859.00,30000,61000,54,31000,1.60,834.79,1741.94,858.08,2.09,863.11,863.11
8069300000,864.00,36000,99000,110,63000,3.30,833.17,1746.03,884.65,2.10,853.93,853.93
8095456000,854.00,32000,90000,106,58000,3.20,827.52,1827.59,878.32,2.21,845.80,845.80
8121343000,846.00,32000,87000,105,55000,3.20,819.77,1909.09,871.68,2.33,838.86,838.86
8147161000,839.00,29000,77000,95,48000,2.90,815.35,1979.17,864.81,2.43,835.15,835.15
8172946000,836.00,31000,82000,101,51000,3.10,810.86,1980.39,862.80,2.44,830.67,830.67
8198752000,831.00,29000,75000,94,46000,2.90,807.58,2043.48,857.28,2.53,828.01,828.01
8224713000,829.00,32000,83000,103,51000,3.20,803.29,2019.61,858.20,2.51,823.49,823.49
8250541000,824.00,30000,74000,93,44000,2.90,800.00,2113.64,850.65,2.64,821.93,821.93
8278330000,822.00,54000,106000,169,52000,5.40,779.89,3250.00,837.70,4.17,812.39,812.39
8303936000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,839.85,2.74,812.56,812.56
8329577000,813.00,22000,41000,32,19000,1.00,795.50,1684.21,810.16,2.12,821.99,821.99
8355479000,822.00,28000,70000,87,42000,2.70,799.61,2071.43,846.37,2.59,821.12,821.12
8381228000,822.00,29000,71000,90,42000,2.80,798.83,2142.86,848.37,2.68,821.06,821.06
8406990000,822.00,29000,73000,93,44000,2.90,798.83,2113.64,850.37,2.65,819.97,819.97
8432667000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,847.30,2.69,819.09,819.09
8458339000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,848.09,2.69,819.09,819.09
8484001000,820.00,28000,69000,90,41000,2.80,797.67,2195.12,847.30,2.75,819.62,819.62
8509622000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,848.09,2.69,819.09,819.09
8535785000,820.00,38000,126000,121,88000,3.80,789.98,1375.00,803.59,1.74,803.73,803.73
8559849000,804.00,15000,40000,48,25000,1.50,792.12,1920.00,816.09,2.42,811.32,811.32
8585275000,812.00,10000,40000,33,30000,1.00,800.00,1100.00,804.39,1.37,815.01,815.01
8610976000,816.00,27000,62000,73,35000,2.30,792.23,2085.71,834.74,2.63,818.65,818.65
8636906000,819.00,31000,76000,96,45000,3.00,794.37,2133.33,847.22,2.69,816.50,816.50
8662808000,817.00,30000,75000,96,45000,3.00,793.20,2133.33,846.94,2.69,814.54,814.54
8688630000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,842.94,2.70,813.43,813.43
8714425000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.01,2.77,812.96,812.96
8740201000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
8765935000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
8791521000,813.00,28000,126000,89,98000,2.80,790.86,908.16,811.88,1.15,799.94,799.94
8816183000,800.00,20000,49000,63,29000,2.00,784.31,2172.41,817.23,2.77,806.04,806.04
8841710000,807.00,11000,42000,35,31000,1.10,791.18,1129.03,799.41,1.43,809.61,809.61
8867463000,810.00,25000,55000,67,30000,2.10,788.70,2233.33,828.92,2.83,815.80,815.80
8893219000,816.00,29000,72000,92,43000,2.90,793.00,2139.53,843.87,2.70,814.40,814.40
8918973000,815.00,29000,71000,92,42000,2.90,792.03,2190.48,842.94,2.77,813.94,813.94
8944790000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
8970514000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
8996237000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
9021954000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
9047652000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
9074908000,813.00,44000,70000,138,26000,4.40,778.74,5307.69,856.76,6.82,831.81,831.81
9100486000,832.00,30000,77000,97,47000,3.00,807.77,2063.83,857.80,2.55,828.41,828.41
9126110000,829.00,23000,42000,33,19000,1.00,809.57,1736.84,824.88,2.15,838.40,838.40
9152140000,839.00,32000,84000,101,52000,3.10,813.77,1942.31,863.97,2.39,833.20,833.20
9178099000,834.00,30000,79000,98,49000,3.00,808.92,2000.00,861.37,2.47,829.73,829.73
9203808000,830.00,29000,75000,94,46000,2.90,806.61,2043.48,857.14,2.53,827.04,827.04
9229603000,828.00,31000,80000,100,49000,3.10,803.10,2040.82,856.09,2.54,823.51,823.51
9255474000,824.00,29000,74000,93,45000,2.90,800.00,2066.67,850.65,2.58,821.46,821.46
9281243000,822.00,29000,73000,93,44000,2.90,798.83,2113.64,850.37,2.65,819.97,819.97
9306889000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,847.30,2.69,819.09,819.09
9332625000,820.00,31000,78000,99,47000,3.10,795.34,2106.38,849.35,2.65,816.41,816.41
9361108000,817.00,58000,119000,180,61000,5.80,772.21,2950.82,884.65,3.82,801.72,801.72
9386697000,802.00,51000,64000,85,13000,2.70,780.92,6538.46,828.20,8.37,846.30,846.30
9414007000,847.00,28000,56000,44,28000,1.30,827.15,1571.43,842.16,1.90,852.02,852.02
9440606000,853.00,35000,97000,113,62000,3.40,824.15,1822.58,878.18,2.21,843.20,843.20
9466672000,844.00,31000,84000,102,53000,3.10,818.62,1924.53,869.49,2.35,837.87,837.87
9492582000,838.00,32000,85000,104,53000,3.20,812.02,1962.26,865.01,2.42,831.64,831.64
9518436000,832.00,29000,76000,94,47000,2.90,807.77,2000.00,858.20,2.48,828.57,828.57
9544143000,829.00,28000,72000,91,44000,2.80,806.42,2068.18,855.02,2.56,827.10,827.10
9570036000,828.00,31000,80000,100,49000,3.10,803.10,2040.82,856.09,2.54,823.51,823.51
9595911000,824.00,29000,74000,93,45000,2.90,800.00,2066.67,851.44,2.58,821.46,821.46
9621521000,822.00,29000,113000,93,84000,2.90,798.83,1107.14,819.89,1.39,809.91,809.91
9646278000,810.00,20000,51000,64,31000,2.00,793.34,2064.52,826.09,2.60,814.78,814.78
9671805000,815.00,10000,41000,32,31000,1.00,798.24,1032.26,809.75,1.29,817.37,817.37
9697602000,818.00,28000,65000,77,37000,2.40,794.95,2081.08,836.45,2.62,819.74,819.74
9723554000,820.00,31000,76000,96,45000,3.00,795.34,2133.33,847.36,2.68,817.47,817.47
9749472000,818.00,30000,75000,96,45000,3.00,794.17,2133.33,847.08,2.69,815.51,815.51
9775308000,816.00,29000,72000,92,43000,2.90,792.23,2139.53,843.87,2.70,814.42,814.42
9801142000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,842.94,2.70,813.43,813.43
9826937000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.01,2.77,812.96,812.96
9852690000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
9878654000,813.00,31000,77000,98,46000,3.10,787.79,2130.43,842.74,2.70,809.88,809.88
9906828000,810.00,57000,109000,175,52000,5.70,765.60,3365.38,847.68,4.40,800.01,800.01
9932579000,801.00,30000,68000,94,38000,3.00,777.67,2473.68,832.56,3.18,802.41,802.41
9958159000,803.00,21000,39000,32,18000,1.00,786.48,1777.78,801.34,2.26,813.02,813.02
9984063000,814.00,28000,68000,86,40000,2.70,791.83,2150.00,839.55,2.72,814.12,814.12
