now,probe_cwnd_before,probe_min_qdel_before,probe_min_qdel_during,probe_excess_amount,probe_excess_qdel,communicated_flow_count,round_max_cruise_rate,bandwidth_estimate,latest_cruise_rate,flow_count_estimate,target_cwnd,probe_cwnd_after
686534000,555.00,16000,18000,35,2000,1.60,546.26,17500.00,579.57,10.00,600.89,600.89
711742000,601.00,19000,23000,45,4000,1.90,589.79,11250.00,630.86,10.00,648.77,648.77
737269000,649.00,25000,36000,64,11000,2.50,633.17,5818.18,685.58,9.19,691.35,691.35
763561000,692.00,35000,45000,94,10000,3.50,668.60,9400.00,745.02,10.00,735.46,735.46
789303000,736.00,8000,32000,29,24000,0.80,715.26,1208.33,739.85,1.69,742.49,742.49
814592000,743.00,20000,36000,44,16000,1.50,728.43,2750.00,756.73,3.78,759.66,759.66
840245000,760.00,23000,46000,66,23000,2.20,742.91,2869.57,787.42,3.86,772.36,772.36
865857000,773.00,25000,54000,76,29000,2.50,754.15,2620.69,802.46,3.48,780.35,780.35
891475000,781.00,25000,55000,77,30000,2.50,761.95,2566.67,810.20,3.37,787.62,787.62
916957000,788.00,25000,56000,77,31000,2.50,768.78,2483.87,816.81,3.23,793.62,793.62
942486000,794.00,27000,62000,84,35000,2.70,773.13,2400.00,823.64,3.10,797.13,797.13
968268000,798.00,29000,68000,90,39000,2.90,775.51,2307.69,828.36,2.98,798.59,798.59
993844000,799.00,29000,144000,91,115000,2.90,776.48,791.30,798.92,1.02,784.40,784.40
1018315000,785.00,17000,39000,53,22000,1.70,771.12,2409.09,803.45,3.12,795.99,795.99
1043754000,796.00,10000,39000,32,29000,1.00,785.78,1103.45,795.39,1.40,799.19,799.19
1069479000,800.00,27000,58000,69,31000,2.20,776.70,2225.81,819.04,2.87,805.21,805.21
1095398000,806.00,29000,68000,88,39000,2.80,783.28,2256.41,833.96,2.88,806.63,806.63
1121219000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,835.35,2.83,806.45,806.45
1147044000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
1172853000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
1198686000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.91,2.83,806.45,806.45
1224484000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
1250136000,807.00,29000,112000,91,83000,2.90,784.26,1096.39,815.62,1.40,795.22,795.22
1274723000,796.00,18000,44000,57,26000,1.80,781.93,2192.31,813.16,2.80,803.85,803.85
1300168000,804.00,11000,40000,35,29000,1.10,792.90,1206.90,797.69,1.52,807.36,807.36
1325886000,808.00,27000,61000,73,34000,2.30,785.23,2147.06,828.01,2.73,811.43,811.43
1351773000,812.00,28000,67000,86,39000,2.70,789.88,2205.13,839.25,2.79,812.73,812.73
1377551000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
1403305000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
1429051000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
1454800000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
1480540000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
1506113000,813.00,28000,143000,89,115000,2.80,790.09,773.91,811.15,1.00,798.76,798.76
1530784000,799.00,20000,48000,63,28000,2.00,783.33,2250.00,820.95,2.87,805.83,805.83
1556341000,806.00,10000,40000,32,30000,1.00,794.87,1066.67,804.22,1.34,808.73,808.73
1582077000,809.00,28000,63000,76,35000,2.40,785.44,2171.43,829.43,2.76,811.88,811.88
1607978000,812.00,28000,67000,86,39000,2.70,789.88,2205.13,839.25,2.79,812.73,812.73
1633741000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
1659520000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
1685295000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
1711057000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
1736786000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
1762361000,813.00,28000,143000,89,115000,2.80,790.86,773.91,811.15,1.00,798.76,798.76
1787030000,799.00,20000,48000,63,28000,2.00,783.33,2250.00,820.17,2.87,805.83,805.83
1812601000,806.00,10000,40000,32,30000,1.00,794.09,1066.67,804.22,1.34,808.74,808.74
1838332000,809.00,28000,61000,73,33000,2.30,785.44,2212.12,828.17,2.82,813.08,813.08
1864280000,814.00,29000,69000,89,40000,2.80,791.06,2225.00,841.57,2.81,814.10,814.10
1890105000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,842.94,2.70,813.43,813.43
1915899000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
1941687000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
1967454000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
1993198000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
2018771000,813.00,28000,141000,89,113000,2.80,790.86,787.61,811.88,1.00,798.76,798.76
2043432000,799.00,20000,48000,63,28000,2.00,783.33,2250.00,820.17,2.87,805.83,805.83
2069003000,806.00,10000,40000,32,30000,1.00,794.87,1066.67,804.22,1.34,808.73,808.73
2094742000,809.00,28000,63000,76,35000,2.40,785.44,2171.43,829.43,2.76,811.88,811.88
2120648000,812.00,28000,67000,86,39000,2.70,789.88,2205.13,839.25,2.79,812.73,812.73
2146421000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
2172178000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
2197948000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
2223703000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
2249436000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
2275012000,813.00,28000,130000,89,102000,2.80,790.86,872.55,811.88,1.10,799.58,799.58
2299675000,800.00,20000,49000,63,29000,2.00,784.31,2172.41,818.01,2.77,806.04,806.04
2325264000,807.00,11000,43000,36,32000,1.10,795.86,1125.00,807.47,1.41,809.50,809.50
2351024000,810.00,25000,54000,64,29000,2.00,787.94,2206.90,826.87,2.80,816.36,816.36
2376831000,817.00,30000,73000,93,43000,2.90,793.20,2162.79,844.94,2.73,815.62,815.62
2402702000,816.00,29000,72000,92,43000,2.90,793.00,2139.53,843.87,2.70,814.40,814.40
2428539000,815.00,29000,71000,92,42000,2.90,792.03,2190.48,842.15,2.77,813.94,813.94
2454343000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
2480101000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
2505836000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
2531411000,813.00,28000,143000,89,115000,2.80,790.86,773.91,810.42,1.00,798.76,798.76
2556081000,799.00,20000,48000,63,28000,2.00,783.33,2250.00,820.17,2.87,805.83,805.83
2581649000,806.00,10000,40000,32,30000,1.00,794.87,1066.67,804.22,1.34,808.73,808.73
2607394000,809.00,28000,63000,76,35000,2.40,785.44,2171.43,829.43,2.76,811.88,811.88
2633385000,812.00,31000,75000,95,44000,3.00,787.58,2159.09,840.59,2.74,809.96,809.96
2659255000,810.00,27000,65000,86,38000,2.70,788.70,2263.16,838.95,2.87,811.34,811.34
2684942000,812.00,28000,68000,89,40000,2.80,789.88,2225.00,840.49,2.82,812.13,812.13
2710699000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
2736459000,813.00,28000,68000,89,40000,2.80,790.86,2225.00,840.63,2.81,813.11,813.11
2762221000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
2787803000,813.00,28000,109000,89,81000,2.80,790.86,1098.77,829.81,1.39,801.84,801.84
2812558000,802.00,21000,51000,66,30000,2.10,785.50,2200.00,817.33,2.80,807.50,807.50
2838150000,808.00,11000,43000,35,32000,1.10,789.06,1093.75,800.20,1.39,810.29,810.29
2863907000,811.00,25000,56000,67,31000,2.10,789.68,2161.29,829.08,2.74,816.06,816.06
2889689000,817.00,30000,73000,93,43000,2.90,793.97,2162.79,844.94,2.72,815.60,815.60
2915521000,816.00,29000,72000,92,43000,2.90,792.23,2139.53,843.87,2.70,814.42,814.42
2941384000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,842.94,2.70,813.43,813.43
2967134000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
2992920000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
3018655000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,841.42,2.74,812.56,812.56
3044348000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
3070758000,813.00,35000,51000,110,16000,3.50,785.51,6875.00,854.63,8.75,854.26,854.26
3096917000,855.00,36000,98000,119,62000,3.60,825.29,1919.35,883.05,2.33,844.48,844.48
3122582000,845.00,28000,55000,50,27000,1.50,820.39,1851.85,845.94,2.26,851.30,851.30
3148797000,852.00,34000,90000,103,56000,3.10,823.19,1839.29,874.54,2.23,844.85,844.85
3174883000,845.00,31000,85000,102,54000,3.10,818.80,1888.89,870.40,2.31,838.50,838.50
3200851000,839.00,32000,86000,104,54000,3.20,812.20,1925.93,865.93,2.37,832.26,832.26
3226732000,833.00,30000,78000,98,48000,3.00,808.74,2041.67,860.44,2.52,829.15,829.15
3252498000,830.00,29000,75000,94,46000,2.90,806.61,2043.48,857.14,2.53,827.04,827.04
3278331000,828.00,31000,80000,100,49000,3.10,803.10,2040.82,856.88,2.54,823.51,823.51
3304157000,824.00,29000,74000,93,45000,2.90,800.00,2066.67,850.65,2.58,821.46,821.46
3330142000,822.00,32000,81000,102,49000,3.20,796.51,2081.63,851.61,2.61,817.33,817.33
3358365000,818.00,58000,118000,180,60000,5.80,773.16,3000.00,836.55,3.88,803.16,803.16
3383930000,804.00,28000,66000,88,38000,2.80,782.10,2315.79,832.87,2.96,805.26,805.26
3409592000,806.00,22000,42000,35,20000,1.10,789.42,1750.00,804.02,2.22,814.90,814.90
3435576000,815.00,28000,68000,86,40000,2.70,792.03,2150.00,840.49,2.71,815.12,815.12
3461416000,816.00,29000,72000,92,43000,2.90,792.23,2139.53,843.87,2.70,814.42,814.42
3487244000,815.00,29000,71000,92,42000,2.90,792.03,2190.48,842.94,2.77,813.94,813.94
3513036000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
3538819000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
3564579000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
3590279000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
3618129000,813.00,56000,210000,173,154000,5.60,769.89,1123.38,855.16,1.46,781.12,781.12
3645133000,782.00,43000,84000,129,41000,4.30,749.76,3146.34,829.69,4.20,781.22,781.22
3670887000,782.00,10000,35000,30,25000,1.00,741.94,1200.00,783.03,1.62,786.78,786.78
3696296000,787.00,22000,44000,53,22000,1.70,770.81,2409.09,802.29,3.13,798.03,798.03
3721868000,799.00,26000,59000,78,33000,2.50,779.51,2363.64,826.58,3.03,803.15,803.15
3747464000,804.00,28000,66000,88,38000,2.80,782.10,2315.79,833.64,2.96,805.26,805.26
3773189000,806.00,29000,69000,91,40000,2.90,783.28,2275.00,835.20,2.90,806.03,806.03
3798941000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
3824742000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
3850555000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
3876336000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
3902640000,807.00,32000,58000,101,26000,3.20,781.98,3884.62,862.30,4.97,820.82,820.82
3927871000,821.00,34000,65000,81,31000,2.50,800.98,2612.90,842.20,3.26,827.10,827.10
3953716000,828.00,26000,47000,39,21000,1.20,802.33,1857.14,825.71,2.31,837.12,837.12
3979933000,838.00,31000,81000,98,50000,3.00,812.02,1960.00,862.67,2.41,833.23,833.23
4005855000,834.00,30000,79000,98,49000,3.00,808.92,2000.00,861.37,2.47,829.73,829.73
4031616000,830.00,29000,75000,94,46000,2.90,806.61,2043.48,857.14,2.53,827.04,827.04
4057444000,828.00,31000,80000,100,49000,3.10,803.10,2040.82,856.09,2.54,823.51,823.51
4083304000,824.00,29000,74000,93,45000,2.90,800.78,2066.67,851.44,2.58,821.44,821.44
4109015000,822.00,29000,73000,93,44000,2.90,798.83,2113.64,849.58,2.65,819.97,819.97
4134690000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,847.30,2.69,819.09,819.09
4160179000,820.00,28000,139000,90,111000,2.80,797.67,810.81,819.08,1.02,805.77,805.77
4185073000,806.00,22000,52000,70,30000,2.20,788.65,2333.33,827.98,2.96,811.98,811.98
4210483000,812.00,10000,40000,32,30000,1.00,794.52,1066.67,807.66,1.34,814.75,814.75
4236099000,815.00,27000,61000,73,34000,2.30,792.03,2147.06,833.80,2.71,818.27,818.27
4261998000,819.00,31000,76000,96,45000,3.00,795.15,2133.33,847.22,2.68,816.48,816.48
4287838000,817.00,30000,75000,96,45000,3.00,793.20,2133.33,846.15,2.69,814.54,814.54
4313642000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,843.72,2.70,813.43,813.43
4339432000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
4365210000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
4390965000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
4416670000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
4443107000,813.00,35000,50000,110,15000,3.50,785.51,7333.33,864.23,9.34,858.84,858.84
4469570000,859.00,65000,106000,126,41000,3.80,826.76,3073.17,858.96,3.72,858.31,858.31
4495794000,859.00,30000,61000,54,31000,1.60,834.79,1741.94,858.08,2.09,863.11,863.11
4522211000,864.00,36000,99000,110,63000,3.30,833.17,1746.03,884.65,2.10,853.93,853.93
4548367000,854.00,32000,90000,106,58000,3.20,827.52,1827.59,878.32,2.21,845.80,845.80
4574254000,846.00,32000,87000,105,55000,3.20,819.77,1909.09,871.68,2.33,838.86,838.86
4600072000,839.00,29000,77000,95,48000,2.90,815.35,1979.17,864.81,2.43,835.15,835.15
4625857000,836.00,31000,82000,101,51000,3.10,810.86,1980.39,862.80,2.44,830.67,830.67
4651663000,831.00,29000,75000,94,46000,2.90,807.58,2043.48,857.28,2.53,828.01,828.01
4677624000,829.00,32000,83000,103,51000,3.20,803.29,2019.61,858.20,2.51,823.49,823.49
4703452000,824.00,30000,74000,93,44000,2.90,800.00,2113.64,850.65,2.64,821.93,821.93
4731241000,822.00,54000,106000,169,52000,5.40,779.89,3250.00,837.70,4.17,812.39,812.39
4756847000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,839.85,2.74,812.56,812.56
4782488000,813.00,22000,41000,32,19000,1.00,795.50,1684.21,810.16,2.12,821.99,821.99
4808390000,822.00,28000,70000,87,42000,2.70,799.61,2071.43,846.37,2.59,821.12,821.12
4834139000,822.00,29000,71000,90,42000,2.80,798.83,2142.86,848.37,2.68,821.06,821.06
4859901000,822.00,29000,73000,93,44000,2.90,798.83,2113.64,850.37,2.65,819.97,819.97
4885578000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,847.30,2.69,819.09,819.09
4911250000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,848.09,2.69,819.09,819.09
4936912000,820.00,28000,69000,90,41000,2.80,797.67,2195.12,847.30,2.75,819.62,819.62
4962533000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,848.09,2.69,819.09,819.09
4988696000,820.00,38000,126000,121,88000,3.80,789.98,1375.00,803.59,1.74,803.73,803.73
5012760000,804.00,15000,40000,48,25000,1.50,792.12,1920.00,816.09,2.42,811.32,811.32
5038186000,812.00,10000,40000,33,30000,1.00,800.00,1100.00,804.39,1.37,815.01,815.01
5063887000,816.00,27000,62000,73,35000,2.30,792.23,2085.71,834.74,2.63,818.65,818.65
5089817000,819.00,31000,76000,96,45000,3.00,794.37,2133.33,847.22,2.69,816.50,816.50
5115719000,817.00,30000,75000,96,45000,3.00,793.20,2133.33,846.94,2.69,814.54,814.54
5141541000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,842.94,2.70,813.43,813.43
5167336000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.01,2.77,812.96,812.96
5193112000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
5218846000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
5244432000,813.00,28000,126000,89,98000,2.80,790.86,908.16,811.88,1.15,799.94,799.94
5269094000,800.00,20000,49000,63,29000,2.00,784.31,2172.41,817.23,2.77,806.04,806.04
5294621000,807.00,11000,42000,35,31000,1.10,791.18,1129.03,799.41,1.43,809.61,809.61
5320374000,810.00,25000,55000,67,30000,2.10,788.70,2233.33,828.92,2.83,815.80,815.80
5346130000,816.00,29000,72000,92,43000,2.90,793.00,2139.53,843.87,2.70,814.40,814.40
5371884000,815.00,29000,71000,92,42000,2.90,792.03,2190.48,842.94,2.77,813.94,813.94
5397701000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
5423425000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
5449148000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
5474865000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
5500563000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
5527819000,813.00,44000,70000,138,26000,4.40,778.74,5307.69,856.76,6.82,831.81,831.81
5553397000,832.00,30000,77000,97,47000,3.00,807.77,2063.83,857.80,2.55,828.41,828.41
5579021000,829.00,23000,42000,33,19000,1.00,809.57,1736.84,824.88,2.15,838.40,838.40
5605051000,839.00,32000,84000,101,52000,3.10,813.77,1942.31,863.97,2.39,833.20,833.20
5631010000,834.00,30000,79000,98,49000,3.00,808.92,2000.00,861.37,2.47,829.73,829.73
5656719000,830.00,29000,75000,94,46000,2.90,806.61,2043.48,857.14,2.53,827.04,827.04
5682514000,828.00,31000,80000,100,49000,3.10,803.10,2040.82,856.09,2.54,823.51,823.51
5708385000,824.00,29000,74000,93,45000,2.90,800.00,2066.67,850.65,2.58,821.46,821.46
5734154000,822.00,29000,73000,93,44000,2.90,798.83,2113.64,850.37,2.65,819.97,819.97
5759800000,820.00,28000,70000,90,42000,2.80,797.67,2142.86,847.30,2.69,819.09,819.09
5785536000,820.00,31000,78000,99,47000,3.10,795.34,2106.38,849.35,2.65,816.41,816.41
5814019000,817.00,58000,119000,180,61000,5.80,772.21,2950.82,884.65,3.82,801.72,801.72
5839608000,802.00,51000,64000,85,13000,2.70,780.92,6538.46,828.20,8.37,846.30,846.30
5866918000,847.00,28000,56000,44,28000,1.30,827.15,1571.43,842.16,1.90,852.02,852.02
5893517000,853.00,35000,97000,113,62000,3.40,824.15,1822.58,878.18,2.21,843.20,843.20
5919583000,844.00,31000,84000,102,53000,3.10,818.62,1924.53,869.49,2.35,837.87,837.87
5945493000,838.00,32000,85000,104,53000,3.20,812.02,1962.26,865.01,2.42,831.64,831.64
5971347000,832.00,29000,76000,94,47000,2.90,807.77,2000.00,858.20,2.48,828.57,828.57
5997054000,829.00,28000,72000,91,44000,2.80,806.42,2068.18,855.02,2.56,827.10,827.10
6022947000,828.00,31000,80000,100,49000,3.10,803.10,2040.82,856.09,2.54,823.51,823.51
6048822000,824.00,29000,74000,93,45000,2.90,800.00,2066.67,851.44,2.58,821.46,821.46
6074432000,822.00,29000,113000,93,84000,2.90,798.83,1107.14,819.89,1.39,809.91,809.91
6099189000,810.00,20000,51000,64,31000,2.00,793.34,2064.52,826.09,2.60,814.78,814.78
6124716000,815.00,10000,41000,32,31000,1.00,798.24,1032.26,809.75,1.29,817.37,817.37
6150513000,818.00,28000,65000,77,37000,2.40,794.95,2081.08,836.45,2.62,819.74,819.74
6176465000,820.00,31000,76000,96,45000,3.00,795.34,2133.33,847.36,2.68,817.47,817.47
6202383000,818.00,30000,75000,96,45000,3.00,794.17,2133.33,847.08,2.69,815.51,815.51
6228219000,816.00,29000,72000,92,43000,2.90,792.23,2139.53,843.87,2.70,814.42,814.42
6254053000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,842.94,2.70,813.43,813.43
6279848000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.01,2.77,812.96,812.96
6305601000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
6331565000,813.00,31000,77000,98,46000,3.10,787.79,2130.43,842.74,2.70,809.88,809.88
6359739000,810.00,57000,109000,175,52000,5.70,765.60,3365.38,847.68,4.40,800.01,800.01
6385490000,801.00,30000,68000,94,38000,3.00,777.67,2473.68,832.56,3.18,802.41,802.41
6411070000,803.00,21000,39000,32,18000,1.00,786.48,1777.78,801.34,2.26,813.02,813.02
6436974000,814.00,28000,68000,86,40000,2.70,791.83,2150.00,839.55,2.72,814.12,814.12
6462785000,815.00,29000,71000,92,42000,2.90,792.03,2190.48,842.94,2.77,813.94,813.94
6488581000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.79,2.77,812.96,812.96
6514352000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
6540121000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
6565883000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
6591588000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
6619443000,813.00,56000,211000,173,155000,5.60,769.89,1116.13,854.42,1.45,781.05,781.05
6646448000,782.00,43000,84000,129,41000,4.30,749.76,3146.34,829.69,4.20,781.22,781.22
6672212000,782.00,10000,35000,30,25000,1.00,741.94,1200.00,783.03,1.62,786.78,786.78
6697625000,787.00,22000,44000,53,22000,1.70,770.81,2409.09,802.29,3.13,798.03,798.03
6723190000,799.00,26000,59000,78,33000,2.50,778.75,2363.64,825.80,3.04,803.17,803.17
6748786000,804.00,28000,67000,88,39000,2.80,782.10,2256.41,833.64,2.89,804.67,804.67
6774531000,805.00,28000,67000,88,39000,2.80,783.07,2256.41,833.80,2.88,805.64,805.64
6800263000,806.00,29000,69000,91,40000,2.90,783.28,2275.00,835.97,2.90,806.03,806.03
6826034000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
6851866000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
6877620000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,835.35,2.83,806.45,806.45
6905580000,807.00,56000,103000,172,47000,5.60,764.20,3659.57,826.86,4.79,800.80,800.80
6931290000,801.00,30000,68000,94,38000,3.00,777.67,2473.68,833.33,3.18,802.41,802.41
6956862000,803.00,20000,39000,32,19000,1.00,785.71,1684.21,801.34,2.14,812.09,812.09
6982759000,813.00,27000,66000,83,39000,2.60,790.86,2128.21,838.17,2.69,813.72,813.72
7008523000,814.00,29000,69000,89,40000,2.80,791.06,2225.00,841.57,2.81,814.10,814.10
7034339000,815.00,29000,72000,92,43000,2.90,792.03,2139.53,843.72,2.70,813.43,813.43
7060130000,814.00,29000,71000,92,42000,2.90,791.06,2190.48,842.01,2.77,812.96,812.96
7085917000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
7111668000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
7137368000,813.00,28000,69000,89,41000,2.80,790.86,2170.73,840.63,2.74,812.56,812.56
7165218000,813.00,56000,210000,173,154000,5.60,769.89,1123.38,855.16,1.46,781.12,781.12
7192222000,782.00,43000,84000,129,41000,4.30,749.76,3146.34,829.69,4.20,781.22,781.22
7217976000,782.00,10000,35000,30,25000,1.00,741.94,1200.00,783.03,1.62,786.78,786.78
7243385000,787.00,22000,44000,53,22000,1.70,770.81,2409.09,802.29,3.13,798.03,798.03
7268957000,799.00,26000,59000,78,33000,2.50,779.51,2363.64,826.58,3.03,803.15,803.15
7294553000,804.00,28000,66000,88,38000,2.80,782.10,2315.79,833.64,2.96,805.26,805.26
7320278000,806.00,29000,69000,91,40000,2.90,783.28,2275.00,835.20,2.90,806.03,806.03
7346030000,807.00,29000,70000,91,41000,2.90,784.26,2219.51,836.13,2.83,806.45,806.45
