start_time,end_time,duration,min_qdel,max_qdel,communicated_flow_count,round_max_cruise_rate,latest_cruise_rate,cruise_happened,probe_happened,round_ended,cwnd
952000,1608000,656000,0,2000,0.00,940.00,940.00,true,false,false,93.50
1608000,2479000,871000,0,0,0.00,940.00,985.07,false,true,false,93.50
2479000,3213000,734000,0,28000,0.00,1000.00,1000.00,true,false,false,122.00
3213000,3932000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
3932000,4651000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
4651000,5370000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
5370000,6089000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
6089000,6808000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
6808000,7527000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
7527000,8246000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
8246000,8965000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
8965000,9684000,719000,22000,23000,0.00,1000.00,991.87,true,false,false,122.00
9684000,10403000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
10403000,11122000,719000,22000,23000,0.00,1000.00,991.87,true,false,false,122.00
11122000,11841000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
11841000,12560000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
12560000,13279000,719000,22000,23000,0.00,1000.00,991.87,true,false,false,122.00
13279000,13998000,719000,22000,23000,0.00,1000.00,991.87,true,false,false,122.00
13998000,14717000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
14717000,15436000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
15436000,16155000,719000,22000,23000,0.00,1000.00,991.87,true,false,false,122.00
16155000,16874000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
16874000,17593000,719000,22000,23000,0.00,1000.00,1000.00,true,false,false,122.00
